datetime,position,value
2014-10-30 19:25:15,ai0,0.02873027490003172
2014-10-30 19:25:15,ai1,0.22342795195296558
2014-10-30 19:25:15,ai2,0.5944055920601191
2014-10-30 19:25:15,ai3,0.20303732366580268
2014-10-30 19:25:15,ai4,0.2898619240439861
2014-10-30 19:25:15,ai5,0.4447648404188269
2014-10-30 19:25:15,ai6,0.1165415766378037
2014-10-30 19:25:15,ai7,0.029059156238603164
2014-10-30 19:25:15,ai8,0.2523694862807726
2014-10-30 19:25:15,ai9,0.48061285057587577
2014-10-30 19:25:15,ai10,-0.0064600309424708725
2014-10-30 19:25:15,ai11,5.57729804218954
2014-10-30 19:25:15,ai12,0.017548309120631822
2014-10-30 19:25:15,ai13,0.0044284580751531785
2014-10-30 19:25:16,ai0,0.009984037855813954
2014-10-30 19:25:16,ai1,0.18955319766512996
2014-10-30 19:25:16,ai2,0.5921034271257967
2014-10-30 19:25:16,ai3,0.1523896273504137
2014-10-30 19:25:16,ai4,0.3072926171243257
2014-10-30 19:25:16,ai5,0.4464092446397022
2014-10-30 19:25:16,ai6,0.11752822030233098
2014-10-30 19:25:16,ai7,0.013930614197828688
2014-10-30 19:25:16,ai8,0.21586368679858253
2014-10-30 19:25:16,ai9,0.9877467338734865
2014-10-30 19:25:16,ai10,-0.007117793718209576
2014-10-30 19:25:16,ai11,5.554933726607813
2014-10-30 19:25:16,ai12,1.138045071087034
2014-10-30 19:25:16,ai13,0.003949623318991871
2014-10-30 19:25:17,ai0,0.020837122639299006
2014-10-30 19:25:17,ai1,0.15140298381924225
2014-10-30 19:25:17,ai2,0.5911167850067454
2014-10-30 19:25:17,ai3,0.1497585779256642
2014-10-30 19:25:17,ai4,0.3645179041484684
2014-10-30 19:25:17,ai5,0.4667998562949804
2014-10-30 19:25:17,ai6,0.1290390627737434
2014-10-30 19:25:17,ai7,0.025770342832657
2014-10-30 19:25:17,ai8,0.07641806434911828
2014-10-30 19:25:17,ai9,1.477778421749909
2014-10-30 19:25:17,ai10,-0.003171217091321948
2014-10-30 19:25:17,ai11,5.268144715892174
2014-10-30 19:25:17,ai12,0.11226612071401128
2014-10-30 19:25:17,ai13,0.00397175433449772
2014-10-30 19:25:18,ai0,0.02609922417527591
2014-10-30 19:25:18,ai1,0.08299568975451034
2014-10-30 19:25:18,ai2,0.5950633534673239
2014-10-30 19:25:18,ai3,0.10700402101672418
2014-10-30 19:25:18,ai4,0.17968676357648775
2014-10-30 19:25:18,ai5,0.42042765697505
2014-10-30 19:25:18,ai6,0.1329856372164759
2014-10-30 19:25:18,ai7,0.022152648034116314
2014-10-30 19:25:18,ai8,0.018206071827982406
2014-10-30 19:25:18,ai9,1.68299970299152
2014-10-30 19:25:18,ai10,-0.008104437885264203
2014-10-30 19:25:18,ai11,5.071799945511109
2014-10-30 19:25:18,ai12,0.20303732366580268
2014-10-30 19:25:18,ai13,0.004246044819049909
2014-10-30 19:25:19,ai0,0.021823766686089038
2014-10-30 19:25:19,ai1,0.08200904595478563
2014-10-30 19:25:19,ai2,0.6342001551434863
2014-10-30 19:25:19,ai3,0.09911087126564395
2014-10-30 19:25:19,ai4,0.18231781270246328
2014-10-30 19:25:19,ai5,0.41878325262192617
2014-10-30 19:25:19,ai6,0.13824773637945026
2014-10-30 19:25:19,ai7,0.022152648034116314
2014-10-30 19:25:19,ai8,0.023468173421714256
2014-10-30 19:25:19,ai9,1.530728143873372
2014-10-30 19:25:19,ai10,-0.007775556495786326
2014-10-30 19:25:19,ai11,4.852104703045833
2014-10-30 19:25:19,ai12,0.248422913595287
2014-10-30 19:25:19,ai13,0.004461319289159962
2014-10-30 19:25:20,ai0,0.08529785860535061
2014-10-30 19:25:20,ai1,0.17935788243391237
2014-10-30 19:25:20,ai2,0.6381467231589056
2014-10-30 19:25:20,ai3,0.09746646503641467
2014-10-30 19:25:20,ai4,0.229347811493514
2014-10-30 19:25:20,ai5,0.3227500233248252
2014-10-30 19:25:20,ai6,0.1280524191535964
2014-10-30 19:25:20,ai7,0.029388037576725357
2014-10-30 19:25:20,ai8,0.022152648034116314
2014-10-30 19:25:20,ai9,0.9953109836030627
2014-10-30 19:25:20,ai10,-0.005144505396504623
2014-10-30 19:25:20,ai11,4.946165787990836
2014-10-30 19:25:20,ai12,0.23822760056609393
2014-10-30 19:25:20,ai13,0.0044572954669942575
2014-10-30 19:25:21,ai0,0.13364339961771676
2014-10-30 19:25:21,ai1,0.28492870883045474
2014-10-30 19:25:21,ai2,0.8134400813686328
2014-10-30 19:25:21,ai3,0.07247148902225325
2014-10-30 19:25:21,ai4,0.28558647086381567
2014-10-30 19:25:21,ai5,0.20468172922952238
2014-10-30 19:25:21,ai6,0.14581200373872252
2014-10-30 19:25:21,ai7,0.021494885337610455
2014-10-30 19:25:21,ai8,0.10930618964771986
2014-10-30 19:25:21,ai9,0.7759476992057812
2014-10-30 19:25:21,ai10,0.29084856707654955
2014-10-30 19:25:21,ai11,5.107319575984146
2014-10-30 19:25:21,ai12,0.21783697338075944
2014-10-30 19:25:21,ai13,0.004412362786944431
2014-10-30 19:25:22,ai0,0.13726109279456067
2014-10-30 19:25:22,ai1,0.2829554227213287
2014-10-30 19:25:22,ai2,1.120943292508111
2014-10-30 19:25:22,ai3,0.039254477511951665
2014-10-30 19:25:22,ai4,0.28394206577758807
2014-10-30 19:25:22,ai5,0.19415753344865944
2014-10-30 19:25:22,ai6,0.1563362014378399
2014-10-30 19:25:22,ai7,0.0172194277662778
2014-10-30 19:25:22,ai8,0.11950150761993569
2014-10-30 19:25:22,ai9,0.6315691097776729
2014-10-30 19:25:22,ai10,0.37734426009666894
2014-10-30 19:25:22,ai11,5.043515803507953
2014-10-30 19:25:22,ai12,0.21454816240254038
2014-10-30 19:25:22,ai13,0.004803344221181007
2014-10-30 19:25:23,ai0,0.11029283334031875
2014-10-30 19:25:23,ai1,0.23066333581857118
2014-10-30 19:25:23,ai2,1.2294738045547378
2014-10-30 19:25:23,ai3,0.015903902344334694
2014-10-30 19:25:23,ai4,0.29972835421804495
2014-10-30 19:25:23,ai5,0.21027270807154302
2014-10-30 19:25:23,ai6,0.11983038883805332
2014-10-30 19:25:23,ai7,0.018534953180979155
2014-10-30 19:25:23,ai8,0.10075527748413861
2014-10-30 19:25:23,ai9,0.45331574227718163
2014-10-30 19:25:23,ai10,-0.00580226816856947
2014-10-30 19:25:23,ai11,5.110279545710357
