datetime,position,value
2014-10-30 18:51:19,ai0,0.35530923800766595
2014-10-30 18:51:19,ai1,0.27078682474751886
2014-10-30 18:51:19,ai2,0.6151250758357997
2014-10-30 18:51:19,ai3,0.36977999896129043
2014-10-30 18:51:19,ai4,0.1744246652464346
2014-10-30 18:51:19,ai5,0.36287349950088854
2014-10-30 18:51:19,ai6,0.5532955017861929
2014-10-30 18:51:19,ai7,0.2757200402048548
2014-10-30 18:51:19,ai8,0.19251312782075256
2014-10-30 18:51:19,ai9,0.9890622555722947
2014-10-30 18:51:19,ai10,0.05504078057377478
2014-10-30 18:51:19,ai11,10.755824393212281
2014-10-30 18:51:19,ai12,0.253027248389613
2014-10-30 18:51:19,ai13,0.004539113186764694
2014-10-30 18:51:20,ai0,0.33656302392610915
2014-10-30 18:51:20,ai1,0.27243122990946605
2014-10-30 18:51:20,ai2,0.7081982989564493
2014-10-30 18:51:20,ai3,0.3684644752665628
2014-10-30 18:51:20,ai4,0.17409578409734203
2014-10-30 18:51:20,ai5,0.3609002139120905
2014-10-30 18:51:20,ai6,0.543757960178122
2014-10-30 18:51:20,ai7,0.2642092040044395
2014-10-30 18:51:20,ai8,0.18560662407341746
2014-10-30 18:51:20,ai9,1.1640266186198527
2014-10-30 18:51:20,ai10,0.24776515147562522
2014-10-30 18:51:20,ai11,10.755824393212281
2014-10-30 18:51:20,ai12,0.2050106103410676
2014-10-30 18:51:20,ai13,0.004871078582911619
2014-10-30 18:51:21,ai0,0.33130092853463317
2014-10-30 18:51:21,ai1,0.27210234887783746
2014-10-30 18:51:21,ai2,0.6983318805552614
2014-10-30 18:51:21,ai3,0.37076664172863333
2014-10-30 18:51:21,ai4,0.14186542949185665
2014-10-30 18:51:21,ai5,0.22309907086364036
2014-10-30 18:51:21,ai6,0.6134806724028867
2014-10-30 18:51:21,ai7,0.025441461489587907
2014-10-30 18:51:21,ai8,0.32669659499076253
2014-10-30 18:51:21,ai9,1.0476029683900077
2014-10-30 18:51:21,ai10,0.05076532359549093
2014-10-30 18:51:21,ai11,10.755824393212281
2014-10-30 18:51:21,ai12,0.11555493296945646
2014-10-30 18:51:21,ai13,0.005235905327738496
2014-10-30 18:51:22,ai0,0.17968676357648775
2014-10-30 18:51:22,ai1,0.28953304303238114
2014-10-30 18:51:22,ai2,0.783183071438121
2014-10-30 18:51:22,ai3,0.21685033009145296
2014-10-30 18:51:22,ai4,0.10437297112709847
2014-10-30 18:51:22,ai5,0.2053394914522135
2014-10-30 18:51:22,ai6,0.604929774437223
2014-10-30 18:51:22,ai7,0.016232783700499714
2014-10-30 18:51:22,ai8,0.1787001201475417
2014-10-30 18:51:22,ai9,0.8953313270853313
2014-10-30 18:51:22,ai10,0.47502187676891766
2014-10-30 18:51:22,ai11,10.755824393212281
2014-10-30 18:51:22,ai12,0.24184529232887889
2014-10-30 18:51:22,ai13,0.00439157303994592
2014-10-30 18:51:23,ai0,0.18166005042340597
2014-10-30 18:51:23,ai1,0.28788863796872394
2014-10-30 18:51:23,ai2,0.7542415818152927
2014-10-30 18:51:23,ai3,0.17837123900374618
2014-10-30 18:51:23,ai4,0.11029283334031875
2014-10-30 18:51:23,ai5,0.19974851250835832
2014-10-30 18:51:23,ai6,0.6029564902639108
2014-10-30 18:51:23,ai7,0.018534953180979155
2014-10-30 18:51:23,ai8,0.17343802179793244
2014-10-30 18:51:23,ai9,0.7105004632167318
2014-10-30 18:51:23,ai10,0.4437781978823262
2014-10-30 18:51:23,ai11,10.755824393212281
2014-10-30 18:51:23,ai12,0.15567843909407145
2014-10-30 18:51:23,ai13,0.005229869589906664
2014-10-30 18:51:24,ai0,0.2441474597897787
2014-10-30 18:51:24,ai1,0.27045794371398774
2014-10-30 18:51:24,ai2,0.730562179814607
2014-10-30 18:51:24,ai3,0.1688336856562933
2014-10-30 18:51:24,ai4,0.07214260774217661
2014-10-30 18:51:24,ai5,0.24184529232887889
2014-10-30 18:51:24,ai6,0.5496778136199082
