datetime,position,value
2014-10-30 18:20:03,ai0,0.027743630881620945
2014-10-30 18:20:03,ai1,0.023797054767486413
2014-10-30 18:20:03,ai2,0.43818722345237027
2014-10-30 18:20:03,ai3,0.018206071827982406
2014-10-30 18:20:03,ai4,0.03070356292472347
2014-10-30 18:20:03,ai5,0.03267685093325895
2014-10-30 18:20:03,ai6,0.04879203573411586
2014-10-30 18:20:03,ai7,0.029059156238603164
2014-10-30 18:20:03,ai8,0.01886383453352367
2014-10-30 18:20:03,ai9,0.1619271812932226
2014-10-30 18:20:03,ai10,0.21257487579657589
2014-10-30 18:20:03,ai11,4.736337316798914
2014-10-30 18:20:03,ai12,0.1579806072900325
2014-10-30 18:20:03,ai13,0.004311767239691609
2014-10-30 18:20:04,ai0,0.02445481745767859
2014-10-30 18:20:04,ai1,0.028072512221540703
2014-10-30 18:20:04,ai2,0.45857783561785176
2014-10-30 18:20:04,ai3,0.017877190474533323
2014-10-30 18:20:04,ai4,0.02445481745767859
2014-10-30 18:20:04,ai5,0.03267685093325895
2014-10-30 18:20:04,ai6,0.04517434128009859
2014-10-30 18:20:04,ai7,0.01952159723725636
2014-10-30 18:20:04,ai8,0.011299563310418825
2014-10-30 18:20:04,ai9,0.1619271812932226
2014-10-30 18:20:04,ai10,0.20665501589280538
2014-10-30 18:20:04,ai11,4.725813014461506
2014-10-30 18:20:04,ai12,0.15732284495039417
2014-10-30 18:20:04,ai13,0.004277564755143934
2014-10-30 18:20:05,ai0,0.028072512221540703
2014-10-30 18:20:05,ai1,0.02873027490003172
2014-10-30 18:20:05,ai2,0.42930744033608703
2014-10-30 18:20:05,ai3,0.022152648034116314
2014-10-30 18:20:05,ai4,0.022152648034116314
2014-10-30 18:20:05,ai5,0.028072512221540703
2014-10-30 18:20:05,ai6,0.047476510484327286
2014-10-30 18:20:05,ai7,0.026428105517444723
2014-10-30 18:20:05,ai8,0.01952159723725636
2014-10-30 18:20:05,ai9,0.16949144796715113
2014-10-30 18:20:05,ai10,0.21060158917631197
2014-10-30 18:20:05,ai11,4.728115205520465
2014-10-30 18:20:05,ai12,0.1563362014378399
2014-10-30 18:20:05,ai13,0.004308414054899097
2014-10-30 18:20:06,ai0,0.03004580025162236
2014-10-30 18:20:06,ai1,0.024125936112807826
2014-10-30 18:20:06,ai2,0.1619271812932226
2014-10-30 18:20:06,ai3,0.025441461489587907
2014-10-30 18:20:06,ai4,0.02741474954125156
2014-10-30 18:20:06,ai5,0.035636782915813216
2014-10-30 18:20:06,ai6,0.04320105337341834
2014-10-30 18:20:06,ai7,0.022152648034116314
2014-10-30 18:20:06,ai8,0.023468173421714256
2014-10-30 18:20:06,ai9,0.16258494362132128
2014-10-30 18:20:06,ai10,0.21060158917631197
2014-10-30 18:20:06,ai11,4.723839707873971
2014-10-30 18:20:06,ai12,0.1560073202661623
2014-10-30 18:20:06,ai13,0.004291648131044438
2014-10-30 18:20:07,ai0,0.021166003988680477
2014-10-30 18:20:07,ai1,0.027085868200432458
2014-10-30 18:20:07,ai2,0.45792007395485995
2014-10-30 18:20:07,ai3,0.02445481745767859
2014-10-30 18:20:07,ai4,0.026428105517444723
2014-10-30 18:20:07,ai5,0.03432125759471145
2014-10-30 18:20:07,ai6,0.05602742448122762
2014-10-30 18:20:07,ai7,0.012615088757755081
2014-10-30 18:20:07,ai8,0.032347969599624146
2014-10-30 18:20:07,ai9,0.16357158711038416
2014-10-30 18:20:07,ai10,0.20829942143457103
2014-10-30 18:20:07,ai11,4.7248263611637675
2014-10-30 18:20:07,ai12,0.15534955792156724
2014-10-30 18:20:07,ai13,0.0042903068571437785
2014-10-30 18:20:08,ai0,0.021823766686089038
2014-10-30 18:20:08,ai1,0.024125936112807826
2014-10-30 18:20:08,ai2,0.42996520205677524
2014-10-30 18:20:08,ai3,0.02609922417527591
2014-10-30 18:20:08,ai4,0.02971691891439839
2014-10-30 18:20:08,ai5,0.03530790158620909
2014-10-30 18:20:08,ai6,0.04616098522743426
2014-10-30 18:20:08,ai7,0.021494885337610455
2014-10-30 18:20:08,ai8,0.024783698802098797
2014-10-30 18:20:08,ai9,0.16258494362132128
2014-10-30 18:20:08,ai10,0.20599725367330757
2014-10-30 18:20:08,ai11,4.727457436642061
2014-10-30 18:20:08,ai12,0.15666508260910436
2014-10-30 18:20:08,ai13,0.004304390233157618
2014-10-30 18:20:09,ai0,0.02445481745767859
2014-10-30 18:20:09,ai1,0.023468173421714256
2014-10-30 18:20:09,ai2,0.43917386600581765
2014-10-30 18:20:09,ai3,0.023468173421714256
2014-10-30 18:20:09,ai4,0.024783698802098797
2014-10-30 18:20:09,ai5,0.03333461359918397
2014-10-30 18:20:09,ai6,0.04254329073429733
2014-10-30 18:20:09,ai7,0.019192715885616038
2014-10-30 18:20:09,ai8,0.024783698802098797
2014-10-30 18:20:09,ai9,0.1619271812932226
2014-10-30 18:20:09,ai10,0.20862830254172854
2014-10-30 18:20:09,ai11,4.727457436642061
2014-10-30 18:20:09,ai12,0.15666508260910436
2014-10-30 18:20:09,ai13,0.004278235392088761
2014-10-30 18:20:10,ai0,0.022810410728817333
2014-10-30 18:20:10,ai1,0.025112580146068538
2014-10-30 18:20:10,ai2,0.45660455062494415
2014-10-30 18:20:10,ai3,0.022481529381692383
2014-10-30 18:20:10,ai4,0.029059156238603164
2014-10-30 18:20:10,ai5,0.03662342690194166
2014-10-30 18:20:10,ai6,0.042214409414068725
2014-10-30 18:20:10,ai7,0.022810410728817333
2014-10-30 18:20:10,ai8,0.019192715885616038
2014-10-30 18:20:10,ai9,0.164887111756713
2014-10-30 18:20:10,ai10,0.21389040020213979
2014-10-30 18:20:10,ai11,4.71857755712909
2014-10-30 18:20:10,ai12,0.1560073202661623
2014-10-30 18:20:10,ai13,0.0042795766659792555
2014-10-30 18:20:11,ai0,0.021823766686089038
2014-10-30 18:20:11,ai1,0.02971691891439839
2014-10-30 18:20:11,ai2,0.4421337936481911
2014-10-30 18:20:11,ai3,0.023468173421714256
2014-10-30 18:20:11,ai4,0.023797054767486413
2014-10-30 18:20:11,ai5,0.03826783353654818
2014-10-30 18:20:11,ai6,0.043529934692310944
2014-10-30 18:20:11,ai7,0.021494885337610455
2014-10-30 18:20:11,ai8,0.023139292075491258
2014-10-30 18:20:11,ai9,0.16094053779798756
2014-10-30 18:20:11,ai10,0.20205068032277268
2014-10-30 18:20:11,ai11,4.722524170166593
2014-10-30 18:20:11,ai12,0.15666508260910436
2014-10-30 18:20:11,ai13,0.0042795766659792555
2014-10-30 18:20:12,ai0,0.02741474954125156
2014-10-30 18:20:12,ai1,0.024783698802098797
2014-10-30 18:20:12,ai2,0.4184543717502856
2014-10-30 18:20:12,ai3,0.024125936112807826
2014-10-30 18:20:12,ai4,0.023797054767486413
2014-10-30 18:20:12,ai5,0.03497902025615748
2014-10-30 18:20:12,ai6,0.040570002806241026
2014-10-30 18:20:12,ai7,0.025112580146068538
2014-10-30 18:20:12,ai8,0.01886383453352367
2014-10-30 18:20:12,ai9,0.16620263639647018
2014-10-30 18:20:12,ai10,0.21027270807154302
2014-10-30 18:20:12,ai11,4.722853054592114
2014-10-30 18:20:12,ai12,0.1579806072900325
2014-10-30 18:20:12,ai13,0.004280917939870873
2014-10-30 18:20:13,ai0,0.028072512221540703
2014-10-30 18:20:13,ai1,0.029388037576725357
2014-10-30 18:20:13,ai2,0.18823767314102682
2014-10-30 18:20:13,ai3,0.023797054767486413
2014-10-30 18:20:13,ai4,0.03267685093325895
2014-10-30 18:20:13,ai5,0.02873027490003172
2014-10-30 18:20:13,ai6,0.043858816010758396
2014-10-30 18:20:13,ai7,0.02445481745767859
2014-10-30 18:20:13,ai8,0.018534953180979155
2014-10-30 18:20:13,ai9,0.16817592334379705
2014-10-30 18:20:13,ai10,0.21783697338075944
2014-10-30 18:20:13,ai11,4.726470783331079
2014-10-30 18:20:13,ai12,0.15699396377995575
2014-10-30 18:20:13,ai13,0.004272199659595394
2014-10-30 18:20:14,ai0,0.023797054767486413
2014-10-30 18:20:14,ai1,0.025112580146068538
2014-10-30 18:20:14,ai2,0.4177966100059879
2014-10-30 18:20:14,ai3,0.024125936112807826
2014-10-30 18:20:14,ai4,0.022810410728817333
2014-10-30 18:20:14,ai5,0.035636782915813216
