STANDARD Sound Level Meter DATA LOGGER SamplingRate:0.1;
15-09-2014,15:58:56, 72.30, dBA
15-09-2014,15:58:56, 72.20, dBA
15-09-2014,15:58:56, 72.40, dBA
15-09-2014,15:58:56, 72.40, dBA
15-09-2014,15:58:56, 72.20, dBA
15-09-2014,15:58:56, 72.50, dBA
15-09-2014,15:58:57, 72.20, dBA
15-09-2014,15:58:57, 72.20, dBA
15-09-2014,15:58:57, 72.20, dBA
15-09-2014,15:58:57, 72.40, dBA
15-09-2014,15:58:57, 72.30, dBA
15-09-2014,15:58:57, 72.20, dBA
15-09-2014,15:58:57, 72.30, dBA
15-09-2014,15:58:57, 72.20, dBA
15-09-2014,15:58:57, 72.40, dBA
15-09-2014,15:58:58, 72.30, dBA
15-09-2014,15:58:58, 72.30, dBA
15-09-2014,15:58:58, 72.40, dBA
15-09-2014,15:58:58, 72.40, dBA
15-09-2014,15:58:58, 72.20, dBA
15-09-2014,15:58:58, 72.30, dBA
15-09-2014,15:58:58, 72.40, dBA
15-09-2014,15:58:58, 72.50, dBA
15-09-2014,15:58:58, 72.40, dBA
15-09-2014,15:58:59, 72.40, dBA
15-09-2014,15:58:59, 72.20, dBA
15-09-2014,15:58:59, 72.60, dBA
15-09-2014,15:58:59, 72.40, dBA
15-09-2014,15:58:59, 72.20, dBA
15-09-2014,15:58:59, 72.20, dBA
15-09-2014,15:58:59, 72.40, dBA
15-09-2014,15:58:59, 72.20, dBA
15-09-2014,15:58:59, 72.20, dBA
15-09-2014,15:59:00, 72.40, dBA
15-09-2014,15:59:00, 72.20, dBA
15-09-2014,15:59:00, 72.20, dBA
15-09-2014,15:59:00, 72.20, dBA
15-09-2014,15:59:00, 72.30, dBA
15-09-2014,15:59:00, 72.20, dBA
15-09-2014,15:59:00, 72.40, dBA
15-09-2014,15:59:00, 72.30, dBA
15-09-2014,15:59:00, 72.30, dBA
15-09-2014,15:59:01, 72.30, dBA
15-09-2014,15:59:01, 72.20, dBA
15-09-2014,15:59:01, 72.30, dBA
15-09-2014,15:59:01, 72.40, dBA
15-09-2014,15:59:01, 72.20, dBA
15-09-2014,15:59:01, 72.30, dBA
15-09-2014,15:59:01, 72.30, dBA
15-09-2014,15:59:01, 72.40, dBA
15-09-2014,15:59:01, 72.30, dBA
15-09-2014,15:59:02, 72.20, dBA
15-09-2014,15:59:02, 72.40, dBA
15-09-2014,15:59:02, 72.40, dBA
15-09-2014,15:59:02, 72.30, dBA
15-09-2014,15:59:02, 72.30, dBA
15-09-2014,15:59:02, 72.40, dBA
15-09-2014,15:59:02, 72.20, dBA
15-09-2014,15:59:02, 72.20, dBA
15-09-2014,15:59:02, 72.20, dBA
15-09-2014,15:59:03, 72.20, dBA
15-09-2014,15:59:03, 72.30, dBA
15-09-2014,15:59:03, 72.30, dBA
15-09-2014,15:59:03, 72.40, dBA
15-09-2014,15:59:03, 72.40, dBA
15-09-2014,15:59:03, 72.20, dBA
