datetime,position,value
2014-10-30 19:09:08,ai8,0.25685,N Anemometer 7'6
2014-10-30 19:09:08,ai9,0.00834,S Setra
2014-10-30 19:09:08,ai10,0.0007,E Outer Setra
2014-10-30 19:09:08,ai11,0.01869,NW P26
2014-10-30 19:09:08,ai12,-0.00087,E Inner Setra
2014-10-30 19:09:08,ai13,-0.00096,N Setra
2014-10-30 19:09:09,ai0,0.00411,NE Anemometer 4'
2014-10-30 19:09:09,ai1,0.46597,SW Anemometer 4'
2014-10-30 19:09:09,ai2,0.86679,SE Anemometer 4'
2014-10-30 19:09:09,ai3,0.44113,W Anemometer 4'
2014-10-30 19:09:09,ai4,0.70277,Center Anemometer 4'
2014-10-30 19:09:09,ai5,0.88568,Center Anemometer 7'6
2014-10-30 19:09:09,ai6,0.1437,E Anemometer 4'
2014-10-30 19:09:09,ai7,0.37753,N Anemometer 4'
2014-10-30 19:09:09,ai8,0.26014,N Anemometer 7'6
2014-10-30 19:09:09,ai9,0.01445,S Setra
2014-10-30 19:09:09,ai10,-0.00149,E Outer Setra
2014-10-30 19:09:09,ai11,0.01772,NW P26
2014-10-30 19:09:09,ai12,-0.00093,E Inner Setra
2014-10-30 19:09:09,ai13,-0.00096,N Setra
2014-10-30 19:09:10,ai0,0.00617,NE Anemometer 4'
2014-10-30 19:09:10,ai1,0.47707,SW Anemometer 4'
2014-10-30 19:09:10,ai2,0.87624,SE Anemometer 4'
2014-10-30 19:09:10,ai3,0.45634,W Anemometer 4'
2014-10-30 19:09:10,ai4,0.6448,Center Anemometer 4'
2014-10-30 19:09:10,ai5,0.76605,Center Anemometer 7'6
2014-10-30 19:09:10,ai6,0.10958,E Anemometer 4'
2014-10-30 19:09:10,ai7,0.25297,N Anemometer 4'
2014-10-30 19:09:10,ai8,0.21122,N Anemometer 7'6
2014-10-30 19:09:10,ai9,0.0153,S Setra
2014-10-30 19:09:10,ai10,-0.00211,E Outer Setra
2014-10-30 19:09:10,ai11,0.02102,NW P26
2014-10-30 19:09:10,ai12,-0.00102,E Inner Setra
2014-10-30 19:09:10,ai13,-0.00097,N Setra
2014-10-30 19:09:11,ai0,0.04029,NE Anemometer 4'
2014-10-30 19:09:11,ai1,0.51941,SW Anemometer 4'
2014-10-30 19:09:11,ai2,0.90666,SE Anemometer 4'
2014-10-30 19:09:11,ai3,0.46086,W Anemometer 4'
2014-10-30 19:09:11,ai4,0.55354,Center Anemometer 4'
2014-10-30 19:09:11,ai5,0.72946,Center Anemometer 7'6
2014-10-30 19:09:11,ai6,0.04833,E Anemometer 4'
2014-10-30 19:09:11,ai7,0.49881,N Anemometer 4'
2014-10-30 19:09:11,ai8,0.25932,N Anemometer 7'6
2014-10-30 19:09:11,ai9,0.01568,S Setra
2014-10-30 19:09:11,ai10,-0.00228,E Outer Setra
2014-10-30 19:09:11,ai11,0.01676,NW P26
2014-10-30 19:09:11,ai12,-0.0006,E Inner Setra
2014-10-30 19:09:11,ai13,-0.00097,N Setra
2014-10-30 19:09:12,ai0,0.04522,NE Anemometer 4'
2014-10-30 19:09:12,ai1,0.51859,SW Anemometer 4'
2014-10-30 19:09:12,ai2,0.91612,SE Anemometer 4'
2014-10-30 19:09:12,ai3,0.46169,W Anemometer 4'
2014-10-30 19:09:12,ai4,0.53956,Center Anemometer 4'
2014-10-30 19:09:12,ai5,0.72042,Center Anemometer 7'6
2014-10-30 19:09:12,ai6,0.04134,E Anemometer 4'
2014-10-30 19:09:12,ai7,0.50086,N Anemometer 4'
2014-10-30 19:09:12,ai8,0.24534,N Anemometer 7'6
2014-10-30 19:09:12,ai9,0.01523,S Setra
2014-10-30 19:09:12,ai10,-0.00246,E Outer Setra
2014-10-30 19:09:12,ai11,0.01632,NW P26
2014-10-30 19:09:12,ai12,-0.00085,E Inner Setra
2014-10-30 19:09:12,ai13,-0.00097,N Setra
2014-10-30 19:09:13,ai0,0.0296,NE Anemometer 4'
2014-10-30 19:09:13,ai1,0.56134,SW Anemometer 4'
2014-10-30 19:09:13,ai2,1.01766,SE Anemometer 4'
2014-10-30 19:09:13,ai3,0.53527,W Anemometer 4'
2014-10-30 19:09:13,ai4,0.60821,Center Anemometer 4'
2014-10-30 19:09:13,ai5,0.5827,Center Anemometer 7'6
2014-10-30 19:09:13,ai6,0.00804,E Anemometer 4'
2014-10-30 19:09:13,ai7,0.45934,N Anemometer 4'
2014-10-30 19:09:13,ai8,0.25439,N Anemometer 7'6
2014-10-30 19:09:13,ai9,0.01516,S Setra
2014-10-30 19:09:13,ai10,-0.00307,E Outer Setra
2014-10-30 19:09:13,ai11,0.01395,NW P26
2014-10-30 19:09:13,ai12,-0.00076,E Inner Setra
2014-10-30 19:09:13,ai13,-0.00097,N Setra
2014-10-30 19:09:14,ai0,0.00041,NE Anemometer 4'
2014-10-30 19:09:14,ai1,0.49845,SW Anemometer 4'
2014-10-30 19:09:14,ai2,0.90338,SE Anemometer 4'
2014-10-30 19:09:14,ai3,0.46374,W Anemometer 4'
2014-10-30 19:09:14,ai4,0.66659,Center Anemometer 4'
2014-10-30 19:09:14,ai5,0.62422,Center Anemometer 7'6
2014-10-30 19:09:14,ai6,0.00845,E Anemometer 4'
2014-10-30 19:09:14,ai7,0.34629,N Anemometer 4'
2014-10-30 19:09:14,ai8,0.15737,N Anemometer 7'6
2014-10-30 19:09:14,ai9,0.01409,S Setra
2014-10-30 19:09:14,ai10,-0.00192,E Outer Setra
2014-10-30 19:09:14,ai11,0.01529,NW P26
2014-10-30 19:09:14,ai12,-0.00066,E Inner Setra
2014-10-30 19:09:14,ai13,-0.00098,N Setra
2014-10-30 19:09:15,ai0,0.00494,NE Anemometer 4'
2014-10-30 19:09:15,ai1,0.45487,SW Anemometer 4'
2014-10-30 19:09:15,ai2,0.92229,SE Anemometer 4'
2014-10-30 19:09:15,ai3,0.46374,W Anemometer 4'
2014-10-30 19:09:15,ai4,0.7003,Center Anemometer 4'
2014-10-30 19:09:15,ai5,0.74714,Center Anemometer 7'6
2014-10-30 19:09:15,ai6,-0.00964,E Anemometer 4'
2014-10-30 19:09:15,ai7,0.23241,N Anemometer 4'
2014-10-30 19:09:15,ai8,0.08296,N Anemometer 7'6
2014-10-30 19:09:15,ai9,0.01394,S Setra
2014-10-30 19:09:15,ai10,-0.00211,E Outer Setra
2014-10-30 19:09:15,ai11,0.01709,NW P26
2014-10-30 19:09:15,ai12,-0.00064,E Inner Setra
2014-10-30 19:09:15,ai13,-0.00097,N Setra
2014-10-30 19:09:16,ai0,0.02015,NE Anemometer 4'
2014-10-30 19:09:16,ai1,0.48858,SW Anemometer 4'
2014-10-30 19:09:16,ai2,1.1155,SE Anemometer 4'
2014-10-30 19:09:16,ai3,0.49252,W Anemometer 4'
2014-10-30 19:09:16,ai4,0.76813,Center Anemometer 4'
2014-10-30 19:09:16,ai5,0.46225,Center Anemometer 7'6
2014-10-30 19:09:16,ai6,-0.01293,E Anemometer 4'
2014-10-30 19:09:16,ai7,0.19048,N Anemometer 4'
2014-10-30 19:09:16,ai8,0.39375,N Anemometer 7'6
2014-10-30 19:09:16,ai9,0.01457,S Setra
2014-10-30 19:09:16,ai10,-0.00334,E Outer Setra
2014-10-30 19:09:16,ai11,0.01325,NW P26
2014-10-30 19:09:16,ai12,-0.00053,E Inner Setra
2014-10-30 19:09:16,ai13,-0.00097,N Setra
2014-10-30 19:09:17,ai0,0.02097,NE Anemometer 4'
2014-10-30 19:09:17,ai1,0.49351,SW Anemometer 4'
2014-10-30 19:09:17,ai2,1.07645,SE Anemometer 4'
2014-10-30 19:09:17,ai3,0.43455,W Anemometer 4'
2014-10-30 19:09:17,ai4,0.76484,Center Anemometer 4'
2014-10-30 19:09:17,ai5,0.45649,Center Anemometer 7'6
2014-10-30 19:09:17,ai6,-0.01293,E Anemometer 4'
2014-10-30 19:09:17,ai7,0.19665,N Anemometer 4'
2014-10-30 19:09:17,ai8,0.39416,N Anemometer 7'6
2014-10-30 19:09:17,ai9,0.01418,S Setra
2014-10-30 19:09:17,ai10,-0.00441,E Outer Setra
2014-10-30 19:09:17,ai11,0.01395,NW P26
2014-10-30 19:09:17,ai12,-0.0007,E Inner Setra
2014-10-30 19:09:17,ai13,-0.00097,N Setra
2014-10-30 19:09:18,ai0,0.02385,NE Anemometer 4'
2014-10-30 19:09:18,ai1,0.48735,SW Anemometer 4'
2014-10-30 19:09:18,ai2,1.10194,SE Anemometer 4'
2014-10-30 19:09:18,ai3,0.43825,W Anemometer 4'
2014-10-30 19:09:18,ai4,0.68715,Center Anemometer 4'
2014-10-30 19:09:18,ai5,0.56666,Center Anemometer 7'6
2014-10-30 19:09:18,ai6,-0.00512,E Anemometer 4'
2014-10-30 19:09:18,ai7,0.31217,N Anemometer 4'
2014-10-30 19:09:18,ai8,0.46693,N Anemometer 7'6
2014-10-30 19:09:18,ai9,0.01443,S Setra
2014-10-30 19:09:18,ai10,-0.00438,E Outer Setra
2014-10-30 19:09:18,ai11,0.01348,NW P26
2014-10-30 19:09:18,ai12,-0.00062,E Inner Setra
2014-10-30 19:09:18,ai13,-0.00098,N Setra
2014-10-30 19:09:19,ai0,0.00535,NE Anemometer 4'
2014-10-30 19:09:19,ai1,0.44254,SW Anemometer 4'
2014-10-30 19:09:19,ai2,1.04603,SE Anemometer 4'
2014-10-30 19:09:19,ai3,0.33877,W Anemometer 4'
2014-10-30 19:09:19,ai4,0.59465,Center Anemometer 4'
2014-10-30 19:09:19,ai5,0.77057,Center Anemometer 7'6
2014-10-30 19:09:19,ai6,-0.01622,E Anemometer 4'
2014-10-30 19:09:19,ai7,0.11813,N Anemometer 4'
2014-10-30 19:09:19,ai8,0.41472,N Anemometer 7'6
2014-10-30 19:09:19,ai9,0.0141,S Setra
2014-10-30 19:09:19,ai10,-0.00485,E Outer Setra
2014-10-30 19:09:19,ai11,0.0143,NW P26
2014-10-30 19:09:19,ai12,-0.0007,E Inner Setra
2014-10-30 19:09:19,ai13,-0.00098,N Setra
2014-10-30 19:09:20,ai0,0.00699,NE Anemometer 4'
2014-10-30 19:09:20,ai1,0.42815,SW Anemometer 4'
2014-10-30 19:09:20,ai2,0.99341,SE Anemometer 4'
2014-10-30 19:09:20,ai3,0.47566,W Anemometer 4'
2014-10-30 19:09:20,ai4,0.59424,Center Anemometer 4'
2014-10-30 19:09:20,ai5,0.77057,Center Anemometer 7'6
2014-10-30 19:09:20,ai6,-0.01169,E Anemometer 4'
2014-10-30 19:09:20,ai7,0.11484,N Anemometer 4'
2014-10-30 19:09:20,ai8,0.42212,N Anemometer 7'6
2014-10-30 19:09:20,ai9,0.01498,S Setra
2014-10-30 19:09:20,ai10,-0.00512,E Outer Setra
2014-10-30 19:09:20,ai11,0.0157,NW P26
2014-10-30 19:09:20,ai12,-0.0007,E Inner Setra
2014-10-30 19:09:20,ai13,-0.00097,N Setra
2014-10-30 19:09:21,ai0,-0.00411,NE Anemometer 4'
2014-10-30 19:09:21,ai1,0.60204,SW Anemometer 4'
2014-10-30 19:09:21,ai2,0.98847,SE Anemometer 4'
2014-10-30 19:09:21,ai3,0.52047,W Anemometer 4'
2014-10-30 19:09:21,ai4,0.66207,Center Anemometer 4'
2014-10-30 19:09:21,ai5,0.46923,Center Anemometer 7'6
2014-10-30 19:09:21,ai6,-0.00841,E Anemometer 4'
2014-10-30 19:09:21,ai7,0.17321,N Anemometer 4'
2014-10-30 19:09:21,ai8,0.51503,N Anemometer 7'6
2014-10-30 19:09:21,ai9,0.01613,S Setra
2014-10-30 19:09:21,ai10,-0.00468,E Outer Setra
2014-10-30 19:09:21,ai11,0.01575,NW P26
2014-10-30 19:09:21,ai12,-0.00072,E Inner Setra
2014-10-30 19:09:21,ai13,-0.00097,N Setra
2014-10-30 19:09:22,ai0,0.02097,NE Anemometer 4'
2014-10-30 19:09:22,ai1,0.65754,SW Anemometer 4'
2014-10-30 19:09:22,ai2,1.0004,SE Anemometer 4'
2014-10-30 19:09:22,ai3,0.36919,W Anemometer 4'
2014-10-30 19:09:22,ai4,0.53257,Center Anemometer 4'
2014-10-30 19:09:22,ai5,0.7755,Center Anemometer 7'6
2014-10-30 19:09:22,ai6,0.00639,E Anemometer 4'
2014-10-30 19:09:22,ai7,0.10538,N Anemometer 4'
2014-10-30 19:09:22,ai8,0.48255,N Anemometer 7'6
2014-10-30 19:09:22,ai9,0.01587,S Setra
2014-10-30 19:09:22,ai10,-0.00446,E Outer Setra
2014-10-30 19:09:22,ai11,0.01461,NW P26
2014-10-30 19:09:22,ai12,-0.00077,E Inner Setra
2014-10-30 19:09:22,ai13,-0.00098,N Setra
2014-10-30 19:09:23,ai0,0.01645,NE Anemometer 4'
2014-10-30 19:09:23,ai1,0.65795,SW Anemometer 4'
2014-10-30 19:09:23,ai2,1.03534,SE Anemometer 4'
2014-10-30 19:09:23,ai3,0.36426,W Anemometer 4'
2014-10-30 19:09:23,ai4,0.51859,Center Anemometer 4'
2014-10-30 19:09:23,ai5,0.80387,Center Anemometer 7'6
2014-10-30 19:09:23,ai6,0.00146,E Anemometer 4'
2014-10-30 19:09:23,ai7,0.0988,N Anemometer 4'
2014-10-30 19:09:23,ai8,0.48049,N Anemometer 7'6
2014-10-30 19:09:23,ai9,0.01649,S Setra
2014-10-30 19:09:23,ai10,-0.00385,E Outer Setra
2014-10-30 19:09:23,ai11,0.01645,NW P26
2014-10-30 19:09:23,ai12,-0.00059,E Inner Setra
2014-10-30 19:09:23,ai13,-0.00097,N Setra
2014-10-30 19:09:24,ai0,0.01316,NE Anemometer 4'
2014-10-30 19:09:24,ai1,0.74182,SW Anemometer 4'
2014-10-30 19:09:24,ai2,0.97038,SE Anemometer 4'
2014-10-30 19:09:24,ai3,0.21461,W Anemometer 4'
2014-10-30 19:09:24,ai4,0.53956,Center Anemometer 4'
2014-10-30 19:09:24,ai5,0.62381,Center Anemometer 7'6
2014-10-30 19:09:24,ai6,-0.02403,E Anemometer 4'
2014-10-30 19:09:24,ai7,0.30271,N Anemometer 4'
2014-10-30 19:09:24,ai8,0.45089,N Anemometer 7'6
2014-10-30 19:09:24,ai9,0.01652,S Setra
2014-10-30 19:09:24,ai10,-0.00284,E Outer Setra
2014-10-30 19:09:24,ai11,0.01561,NW P26
2014-10-30 19:09:24,ai12,-0.00067,E Inner Setra
2014-10-30 19:09:24,ai13,-0.00097,N Setra
2014-10-30 19:09:25,ai0,0.00699,NE Anemometer 4'
2014-10-30 19:09:25,ai1,0.63493,SW Anemometer 4'
2014-10-30 19:09:25,ai2,0.88159,SE Anemometer 4'
2014-10-30 19:09:25,ai3,0.12869,W Anemometer 4'
2014-10-30 19:09:25,ai4,0.64727,Center Anemometer 4'
2014-10-30 19:09:25,ai5,0.59503,Center Anemometer 7'6
2014-10-30 19:09:25,ai6,-0.02649,E Anemometer 4'
2014-10-30 19:09:25,ai7,0.2542,N Anemometer 4'
2014-10-30 19:09:25,ai8,0.48296,N Anemometer 7'6
2014-10-30 19:09:25,ai9,0.01701,S Setra
2014-10-30 19:09:25,ai10,-0.00262,E Outer Setra
2014-10-30 19:09:25,ai11,0.01572,NW P26
2014-10-30 19:09:25,ai12,-0.00072,E Inner Setra
2014-10-30 19:09:25,ai13,-0.00097,N Setra
2014-10-30 19:09:26,ai0,0.01193,NE Anemometer 4'
2014-10-30 19:09:26,ai1,0.60286,SW Anemometer 4'
2014-10-30 19:09:26,ai2,0.85445,SE Anemometer 4'
2014-10-30 19:09:26,ai3,0.12499,W Anemometer 4'
2014-10-30 19:09:26,ai4,0.7077,Center Anemometer 4'
2014-10-30 19:09:26,ai5,0.53871,Center Anemometer 7'6
2014-10-30 19:09:26,ai6,-0.02238,E Anemometer 4'
2014-10-30 19:09:26,ai7,0.195,N Anemometer 4'
2014-10-30 19:09:26,ai8,0.50105,N Anemometer 7'6
2014-10-30 19:09:26,ai9,0.01659,S Setra
2014-10-30 19:09:26,ai10,-0.00253,E Outer Setra
2014-10-30 19:09:26,ai11,0.01588,NW P26
2014-10-30 19:09:26,ai12,-0.00058,E Inner Setra
2014-10-30 19:09:26,ai13,-0.00096,N Setra
2014-10-30 19:09:27,ai0,0.01645,NE Anemometer 4'
2014-10-30 19:09:27,ai1,0.59999,SW Anemometer 4'
2014-10-30 19:09:27,ai2,0.95065,SE Anemometer 4'
2014-10-30 19:09:27,ai3,0.13527,W Anemometer 4'
2014-10-30 19:09:27,ai4,0.68879,Center Anemometer 4'
2014-10-30 19:09:27,ai5,0.62586,Center Anemometer 7'6
2014-10-30 19:09:27,ai6,-0.02074,E Anemometer 4'
2014-10-30 19:09:27,ai7,0.33437,N Anemometer 4'
2014-10-30 19:09:27,ai8,0.52407,N Anemometer 7'6
2014-10-30 19:09:27,ai9,0.01639,S Setra
2014-10-30 19:09:27,ai10,-0.00266,E Outer Setra
2014-10-30 19:09:27,ai11,0.01482,NW P26
2014-10-30 19:09:27,ai12,-0.00066,E Inner Setra
2014-10-30 19:09:27,ai13,-0.00097,N Setra
2014-10-30 19:09:28,ai0,0.0074,NE Anemometer 4'
2014-10-30 19:09:28,ai1,0.60328,SW Anemometer 4'
2014-10-30 19:09:28,ai2,1.18334,SE Anemometer 4'
2014-10-30 19:09:28,ai3,0.21996,W Anemometer 4'
2014-10-30 19:09:28,ai4,0.68879,Center Anemometer 4'
2014-10-30 19:09:28,ai5,0.62956,Center Anemometer 7'6
2014-10-30 19:09:28,ai6,-0.02156,E Anemometer 4'
2014-10-30 19:09:28,ai7,0.32943,N Anemometer 4'
2014-10-30 19:09:28,ai8,0.50187,N Anemometer 7'6
2014-10-30 19:09:28,ai9,0.01615,S Setra
2014-10-30 19:09:28,ai10,-0.0028,E Outer Setra
2014-10-30 19:09:28,ai11,0.01363,NW P26
2014-10-30 19:09:28,ai12,-0.00063,E Inner Setra
2014-10-30 19:09:28,ai13,-0.00097,N Setra
2014-10-30 19:09:29,ai0,0.01234,NE Anemometer 4'
2014-10-30 19:09:29,ai1,0.48776,SW Anemometer 4'
2014-10-30 19:09:29,ai2,1.1525,SE Anemometer 4'
2014-10-30 19:09:29,ai3,0.21955,W Anemometer 4'
2014-10-30 19:09:29,ai4,0.71921,Center Anemometer 4'
2014-10-30 19:09:29,ai5,0.80921,Center Anemometer 7'6
2014-10-30 19:09:29,ai6,-0.01005,E Anemometer 4'
2014-10-30 19:09:29,ai7,0.26324,N Anemometer 4'
2014-10-30 19:09:29,ai8,0.49242,N Anemometer 7'6
2014-10-30 19:09:29,ai9,0.01594,S Setra
2014-10-30 19:09:29,ai10,-0.00259,E Outer Setra
2014-10-30 19:09:29,ai11,0.01291,NW P26
2014-10-30 19:09:29,ai12,-0.00057,E Inner Setra
2014-10-30 19:09:29,ai13,-0.00097,N Setra
2014-10-30 19:09:30,ai0,0.00617,NE Anemometer 4'
2014-10-30 19:09:30,ai1,0.57285,SW Anemometer 4'
2014-10-30 19:09:30,ai2,1.1081,SE Anemometer 4'
2014-10-30 19:09:30,ai3,0.27258,W Anemometer 4'
2014-10-30 19:09:30,ai4,0.64974,Center Anemometer 4'
2014-10-30 19:09:30,ai5,0.8014,Center Anemometer 7'6
2014-10-30 19:09:30,ai6,-0.02156,E Anemometer 4'
2014-10-30 19:09:30,ai7,0.23447,N Anemometer 4'
2014-10-30 19:09:30,ai8,0.36703,N Anemometer 7'6
2014-10-30 19:09:30,ai9,0.01513,S Setra
2014-10-30 19:09:30,ai10,-0.00186,E Outer Setra
2014-10-30 19:09:30,ai11,0.01207,NW P26
2014-10-30 19:09:30,ai12,-0.00049,E Inner Setra
2014-10-30 19:09:30,ai13,-0.00097,N Setra
2014-10-30 19:09:31,ai0,0.00535,NE Anemometer 4'
2014-10-30 19:09:31,ai1,0.5782,SW Anemometer 4'
2014-10-30 19:09:31,ai2,1.08755,SE Anemometer 4'
2014-10-30 19:09:31,ai3,0.16939,W Anemometer 4'
2014-10-30 19:09:31,ai4,0.65097,Center Anemometer 4'
2014-10-30 19:09:31,ai5,0.79071,Center Anemometer 7'6
2014-10-30 19:09:31,ai6,-0.02074,E Anemometer 4'
2014-10-30 19:09:31,ai7,0.2468,N Anemometer 4'
2014-10-30 19:09:31,ai8,0.36169,N Anemometer 7'6
2014-10-30 19:09:31,ai9,0.01479,S Setra
2014-10-30 19:09:31,ai10,-0.00116,E Outer Setra
