datetime,position,value
2014-10-30 19:43:04,ai2,0.78991,SE Anemometer 4'
2014-10-30 19:43:04,ai3,0.13733,W Anemometer 4'
2014-10-30 19:43:04,ai4,0.39773,Center Anemometer 4'
2014-10-30 19:43:04,ai5,0.28712,Center Anemometer 7'6
2014-10-30 19:43:04,ai6,0.71637,E Anemometer 4'
2014-10-30 19:43:04,ai7,-0.00233,N Anemometer 4'
2014-10-30 19:43:04,ai8,0.00115,N Anemometer 7'6
2014-10-30 19:43:04,ai9,0.03199,S Setra
2014-10-30 19:43:04,ai10,-0.00527,E Outer Setra
2014-10-30 19:43:04,ai11,0.04599,NW P26
2014-10-30 19:43:04,ai12,0.00188,E Inner Setra
2014-10-30 19:43:04,ai13,-0.001,N Setra
2014-10-30 19:43:05,ai0,0.79261,NE Anemometer 4'
2014-10-30 19:43:05,ai1,0.16504,SW Anemometer 4'
2014-10-30 19:43:05,ai2,0.82074,SE Anemometer 4'
2014-10-30 19:43:05,ai3,0.12047,W Anemometer 4'
2014-10-30 19:43:05,ai4,0.43843,Center Anemometer 4'
2014-10-30 19:43:05,ai5,0.21558,Center Anemometer 7'6
2014-10-30 19:43:05,ai6,0.47546,E Anemometer 4'
2014-10-30 19:43:05,ai7,0.00795,N Anemometer 4'
2014-10-30 19:43:05,ai8,0.0069,N Anemometer 7'6
2014-10-30 19:43:05,ai9,0.02465,S Setra
2014-10-30 19:43:05,ai10,-0.00524,E Outer Setra
2014-10-30 19:43:05,ai11,0.04599,NW P26
2014-10-30 19:43:05,ai12,2e-05,E Inner Setra
2014-10-30 19:43:05,ai13,-0.00098,N Setra
2014-10-30 19:43:06,ai0,0.69353,NE Anemometer 4'
2014-10-30 19:43:06,ai1,0.16093,SW Anemometer 4'
2014-10-30 19:43:06,ai2,0.86062,SE Anemometer 4'
2014-10-30 19:43:06,ai3,0.13856,W Anemometer 4'
2014-10-30 19:43:06,ai4,0.39691,Center Anemometer 4'
2014-10-30 19:43:06,ai5,0.21928,Center Anemometer 7'6
2014-10-30 19:43:06,ai6,0.76035,E Anemometer 4'
2014-10-30 19:43:06,ai7,-0.00068,N Anemometer 4'
2014-10-30 19:43:06,ai8,-0.00296,N Anemometer 7'6
2014-10-30 19:43:06,ai9,0.02127,S Setra
2014-10-30 19:43:06,ai10,-0.00526,E Outer Setra
2014-10-30 19:43:06,ai11,0.00623,NW P26
2014-10-30 19:43:06,ai12,-9e-05,E Inner Setra
2014-10-30 19:43:06,ai13,-0.00098,N Setra
2014-10-30 19:43:07,ai0,0.68901,NE Anemometer 4'
2014-10-30 19:43:07,ai1,0.16422,SW Anemometer 4'
2014-10-30 19:43:07,ai2,0.91982,SE Anemometer 4'
2014-10-30 19:43:07,ai3,0.14103,W Anemometer 4'
2014-10-30 19:43:07,ai4,0.39526,Center Anemometer 4'
2014-10-30 19:43:07,ai5,0.22257,Center Anemometer 7'6
2014-10-30 19:43:07,ai6,0.77844,E Anemometer 4'
2014-10-30 19:43:07,ai7,0.00096,N Anemometer 4'
2014-10-30 19:43:07,ai8,-0.00255,N Anemometer 7'6
2014-10-30 19:43:07,ai9,0.01636,S Setra
2014-10-30 19:43:07,ai10,-0.00526,E Outer Setra
2014-10-30 19:43:07,ai11,0.01215,NW P26
2014-10-30 19:43:07,ai12,0.00114,E Inner Setra
2014-10-30 19:43:07,ai13,-0.00098,N Setra
2014-10-30 19:43:08,ai0,0.71984,NE Anemometer 4'
2014-10-30 19:43:08,ai1,0.23205,SW Anemometer 4'
2014-10-30 19:43:08,ai2,1.07933,SE Anemometer 4'
2014-10-30 19:43:08,ai3,0.04812,W Anemometer 4'
2014-10-30 19:43:08,ai4,0.37389,Center Anemometer 4'
2014-10-30 19:43:08,ai5,0.18845,Center Anemometer 7'6
2014-10-30 19:43:08,ai6,0.70239,E Anemometer 4'
2014-10-30 19:43:08,ai7,0.00548,N Anemometer 4'
2014-10-30 19:43:08,ai8,0.00444,N Anemometer 7'6
2014-10-30 19:43:08,ai9,0.01056,S Setra
2014-10-30 19:43:08,ai10,0.00535,E Outer Setra
2014-10-30 19:43:08,ai11,0.00632,NW P26
2014-10-30 19:43:08,ai12,0.00129,E Inner Setra
2014-10-30 19:43:08,ai13,-0.00098,N Setra
2014-10-30 19:43:09,ai0,0.96815,NE Anemometer 4'
2014-10-30 19:43:09,ai1,0.22095,SW Anemometer 4'
2014-10-30 19:43:09,ai2,0.98847,SE Anemometer 4'
2014-10-30 19:43:09,ai3,-0.00204,W Anemometer 4'
2014-10-30 19:43:09,ai4,0.23781,Center Anemometer 4'
2014-10-30 19:43:09,ai5,0.2234,Center Anemometer 7'6
2014-10-30 19:43:09,ai6,0.71143,E Anemometer 4'
2014-10-30 19:43:09,ai7,-0.00068,N Anemometer 4'
2014-10-30 19:43:09,ai8,0.00156,N Anemometer 7'6
2014-10-30 19:43:09,ai9,0.00241,S Setra
2014-10-30 19:43:09,ai10,0.00793,E Outer Setra
2014-10-30 19:43:09,ai11,0.00317,NW P26
2014-10-30 19:43:09,ai12,0.00012,E Inner Setra
2014-10-30 19:43:09,ai13,-0.00096,N Setra
2014-10-30 19:43:10,ai0,1.02282,NE Anemometer 4'
2014-10-30 19:43:10,ai1,0.2189,SW Anemometer 4'
2014-10-30 19:43:10,ai2,0.98518,SE Anemometer 4'
2014-10-30 19:43:10,ai3,-0.00491,W Anemometer 4'
2014-10-30 19:43:10,ai4,0.18396,Center Anemometer 4'
2014-10-30 19:43:10,ai5,0.26245,Center Anemometer 7'6
2014-10-30 19:43:10,ai6,0.69663,E Anemometer 4'
2014-10-30 19:43:10,ai7,-0.00315,N Anemometer 4'
2014-10-30 19:43:10,ai8,0.0032,N Anemometer 7'6
2014-10-30 19:43:10,ai9,-0.00046,S Setra
2014-10-30 19:43:10,ai10,0.01237,E Outer Setra
2014-10-30 19:43:10,ai11,0.00672,NW P26
2014-10-30 19:43:10,ai12,-0.0006,E Inner Setra
2014-10-30 19:43:10,ai13,-0.00093,N Setra
2014-10-30 19:43:11,ai0,1.12478,NE Anemometer 4'
2014-10-30 19:43:11,ai1,0.24767,SW Anemometer 4'
2014-10-30 19:43:11,ai2,0.85199,SE Anemometer 4'
2014-10-30 19:43:11,ai3,-0.00985,W Anemometer 4'
2014-10-30 19:43:11,ai4,0.24069,Center Anemometer 4'
2014-10-30 19:43:11,ai5,0.26903,Center Anemometer 7'6
2014-10-30 19:43:11,ai6,0.74966,E Anemometer 4'
2014-10-30 19:43:11,ai7,0.00137,N Anemometer 4'
2014-10-30 19:43:11,ai8,0.00033,N Anemometer 7'6
2014-10-30 19:43:11,ai9,-0.00439,S Setra
2014-10-30 19:43:11,ai10,0.02034,E Outer Setra
2014-10-30 19:43:11,ai11,0.01021,NW P26
2014-10-30 19:43:11,ai12,0.00289,E Inner Setra
2014-10-30 19:43:11,ai13,-0.00093,N Setra
2014-10-30 19:43:12,ai0,1.12437,NE Anemometer 4'
2014-10-30 19:43:12,ai1,0.24767,SW Anemometer 4'
2014-10-30 19:43:12,ai2,0.79772,SE Anemometer 4'
2014-10-30 19:43:12,ai3,0.00249,W Anemometer 4'
2014-10-30 19:43:12,ai4,0.23822,Center Anemometer 4'
2014-10-30 19:43:12,ai5,0.26451,Center Anemometer 7'6
2014-10-30 19:43:12,ai6,0.74268,E Anemometer 4'
2014-10-30 19:43:12,ai7,-0.00438,N Anemometer 4'
2014-10-30 19:43:12,ai8,-0.00461,N Anemometer 7'6
2014-10-30 19:43:12,ai9,-0.00435,S Setra
2014-10-30 19:43:12,ai10,0.04191,E Outer Setra
2014-10-30 19:43:12,ai11,0.01055,NW P26
2014-10-30 19:43:12,ai12,0.0017,E Inner Setra
2014-10-30 19:43:12,ai13,-0.00095,N Setra
2014-10-30 19:43:13,ai0,1.18151,NE Anemometer 4'
2014-10-30 19:43:13,ai1,0.17039,SW Anemometer 4'
2014-10-30 19:43:13,ai2,0.80759,SE Anemometer 4'
2014-10-30 19:43:13,ai3,0.00536,W Anemometer 4'
2014-10-30 19:43:13,ai4,0.28797,Center Anemometer 4'
2014-10-30 19:43:13,ai5,0.26615,Center Anemometer 7'6
2014-10-30 19:43:13,ai6,0.80311,E Anemometer 4'
2014-10-30 19:43:13,ai7,-0.00233,N Anemometer 4'
2014-10-30 19:43:13,ai8,-0.00214,N Anemometer 7'6
2014-10-30 19:43:13,ai9,-0.00438,S Setra
2014-10-30 19:43:13,ai10,0.04811,E Outer Setra
2014-10-30 19:43:13,ai11,0.0134,NW P26
2014-10-30 19:43:13,ai12,-0.00099,E Inner Setra
2014-10-30 19:43:13,ai13,-0.00092,N Setra
2014-10-30 19:43:14,ai0,1.92396,NE Anemometer 4'
2014-10-30 19:43:14,ai1,0.22465,SW Anemometer 4'
2014-10-30 19:43:14,ai2,0.98888,SE Anemometer 4'
2014-10-30 19:43:14,ai3,0.051,W Anemometer 4'
2014-10-30 19:43:14,ai4,0.34881,Center Anemometer 4'
2014-10-30 19:43:14,ai5,0.3052,Center Anemometer 7'6
2014-10-30 19:43:14,ai6,0.97577,E Anemometer 4'
2014-10-30 19:43:14,ai7,0.00096,N Anemometer 4'
2014-10-30 19:43:14,ai8,0.1142,N Anemometer 7'6
2014-10-30 19:43:14,ai9,-0.0044,S Setra
2014-10-30 19:43:14,ai10,0.05505,E Outer Setra
2014-10-30 19:43:14,ai11,0.01743,NW P26
2014-10-30 19:43:14,ai12,-0.00345,E Inner Setra
2014-10-30 19:43:14,ai13,-0.00088,N Setra
2014-10-30 19:43:15,ai0,1.9256,NE Anemometer 4'
2014-10-30 19:43:15,ai1,0.22506,SW Anemometer 4'
2014-10-30 19:43:15,ai2,1.11879,SE Anemometer 4'
2014-10-30 19:43:15,ai3,0.02427,W Anemometer 4'
2014-10-30 19:43:15,ai4,0.35539,Center Anemometer 4'
2014-10-30 19:43:15,ai5,0.31178,Center Anemometer 7'6
2014-10-30 19:43:15,ai6,0.97577,E Anemometer 4'
2014-10-30 19:43:15,ai7,-0.00274,N Anemometer 4'
2014-10-30 19:43:15,ai8,0.11091,N Anemometer 7'6
2014-10-30 19:43:15,ai9,-0.00439,S Setra
2014-10-30 19:43:15,ai10,0.06359,E Outer Setra
2014-10-30 19:43:15,ai11,0.02433,NW P26
2014-10-30 19:43:15,ai12,-0.00291,E Inner Setra
2014-10-30 19:43:15,ai13,-0.00085,N Setra
2014-10-30 19:43:16,ai0,1.46311,NE Anemometer 4'
2014-10-30 19:43:16,ai1,0.19464,SW Anemometer 4'
2014-10-30 19:43:16,ai2,1.13483,SE Anemometer 4'
2014-10-30 19:43:16,ai3,0.02469,W Anemometer 4'
2014-10-30 19:43:16,ai4,0.38416,Center Anemometer 4'
2014-10-30 19:43:16,ai5,0.28259,Center Anemometer 7'6
2014-10-30 19:43:16,ai6,0.8027,E Anemometer 4'
2014-10-30 19:43:16,ai7,-0.01219,N Anemometer 4'
2014-10-30 19:43:16,ai8,0.03568,N Anemometer 7'6
2014-10-30 19:43:16,ai9,-0.00441,S Setra
2014-10-30 19:43:16,ai10,0.06316,E Outer Setra
2014-10-30 19:43:16,ai11,0.04599,NW P26
2014-10-30 19:43:16,ai12,-0.00335,E Inner Setra
2014-10-30 19:43:16,ai13,-0.00085,N Setra
2014-10-30 19:43:17,ai0,1.07339,NE Anemometer 4'
2014-10-30 19:43:17,ai1,0.18436,SW Anemometer 4'
2014-10-30 19:43:17,ai2,1.1192,SE Anemometer 4'
2014-10-30 19:43:17,ai3,0.00948,W Anemometer 4'
2014-10-30 19:43:17,ai4,0.29742,Center Anemometer 4'
2014-10-30 19:43:17,ai5,0.29822,Center Anemometer 7'6
2014-10-30 19:43:17,ai6,0.85367,E Anemometer 4'
2014-10-30 19:43:17,ai7,-0.00685,N Anemometer 4'
2014-10-30 19:43:17,ai8,-0.00625,N Anemometer 7'6
2014-10-30 19:43:17,ai9,-0.00436,S Setra
2014-10-30 19:43:17,ai10,0.06729,E Outer Setra
2014-10-30 19:43:17,ai11,0.04599,NW P26
2014-10-30 19:43:17,ai12,-0.00204,E Inner Setra
2014-10-30 19:43:17,ai13,-0.00087,N Setra
2014-10-30 19:43:18,ai0,1.05818,NE Anemometer 4'
2014-10-30 19:43:18,ai1,0.18519,SW Anemometer 4'
2014-10-30 19:43:18,ai2,1.12331,SE Anemometer 4'
2014-10-30 19:43:18,ai3,0.00084,W Anemometer 4'
2014-10-30 19:43:18,ai4,0.29454,Center Anemometer 4'
2014-10-30 19:43:18,ai5,0.29822,Center Anemometer 7'6
2014-10-30 19:43:18,ai6,0.86025,E Anemometer 4'
2014-10-30 19:43:18,ai7,-0.00356,N Anemometer 4'
2014-10-30 19:43:18,ai8,-0.00872,N Anemometer 7'6
2014-10-30 19:43:18,ai9,-0.00441,S Setra
2014-10-30 19:43:18,ai10,0.05655,E Outer Setra
2014-10-30 19:43:18,ai11,0.04599,NW P26
2014-10-30 19:43:18,ai12,-0.00259,E Inner Setra
2014-10-30 19:43:18,ai13,-0.00087,N Setra
2014-10-30 19:43:19,ai0,1.35129,NE Anemometer 4'
2014-10-30 19:43:19,ai1,0.34387,SW Anemometer 4'
2014-10-30 19:43:19,ai2,1.15045,SE Anemometer 4'
2014-10-30 19:43:19,ai3,0.0584,W Anemometer 4'
2014-10-30 19:43:19,ai4,0.36978,Center Anemometer 4'
2014-10-30 19:43:19,ai5,0.25012,Center Anemometer 7'6
2014-10-30 19:43:19,ai6,0.83435,E Anemometer 4'
2014-10-30 19:43:19,ai7,0.00302,N Anemometer 4'
2014-10-30 19:43:19,ai8,0.055,N Anemometer 7'6
2014-10-30 19:43:19,ai9,-0.00441,S Setra
2014-10-30 19:43:19,ai10,0.05676,E Outer Setra
2014-10-30 19:43:19,ai11,0.04599,NW P26
2014-10-30 19:43:19,ai12,-0.00295,E Inner Setra
2014-10-30 19:43:19,ai13,-0.00091,N Setra
2014-10-30 19:43:20,ai0,1.67154,NE Anemometer 4'
2014-10-30 19:43:20,ai1,0.35949,SW Anemometer 4'
2014-10-30 19:43:20,ai2,1.15908,SE Anemometer 4'
2014-10-30 19:43:20,ai3,0.01687,W Anemometer 4'
2014-10-30 19:43:20,ai4,0.38786,Center Anemometer 4'
2014-10-30 19:43:20,ai5,0.34344,Center Anemometer 7'6
2014-10-30 19:43:20,ai6,0.84052,E Anemometer 4'
2014-10-30 19:43:20,ai7,-0.00068,N Anemometer 4'
2014-10-30 19:43:20,ai8,0.14586,N Anemometer 7'6
2014-10-30 19:43:20,ai9,-0.00438,S Setra
2014-10-30 19:43:20,ai10,0.06192,E Outer Setra
2014-10-30 19:43:20,ai11,0.04599,NW P26
2014-10-30 19:43:20,ai12,-0.00205,E Inner Setra
2014-10-30 19:43:20,ai13,-0.00089,N Setra
2014-10-30 19:43:21,ai0,1.75253,NE Anemometer 4'
2014-10-30 19:43:21,ai1,0.35867,SW Anemometer 4'
2014-10-30 19:43:21,ai2,1.15661,SE Anemometer 4'
2014-10-30 19:43:21,ai3,0.01564,W Anemometer 4'
2014-10-30 19:43:21,ai4,0.39567,Center Anemometer 4'
2014-10-30 19:43:21,ai5,0.4125,Center Anemometer 7'6
2014-10-30 19:43:21,ai6,0.83024,E Anemometer 4'
2014-10-30 19:43:21,ai7,-0.0015,N Anemometer 4'
2014-10-30 19:43:21,ai8,0.17669,N Anemometer 7'6
2014-10-30 19:43:21,ai9,-0.00437,S Setra
2014-10-30 19:43:21,ai10,0.0643,E Outer Setra
2014-10-30 19:43:21,ai11,0.04599,NW P26
2014-10-30 19:43:21,ai12,-0.00307,E Inner Setra
2014-10-30 19:43:21,ai13,-0.00089,N Setra
2014-10-30 19:43:22,ai0,1.58356,NE Anemometer 4'
2014-10-30 19:43:22,ai1,0.42938,SW Anemometer 4'
2014-10-30 19:43:22,ai2,1.22609,SE Anemometer 4'
2014-10-30 19:43:22,ai3,0.0177,W Anemometer 4'
2014-10-30 19:43:22,ai4,0.29783,Center Anemometer 4'
2014-10-30 19:43:22,ai5,0.36399,Center Anemometer 7'6
2014-10-30 19:43:22,ai6,0.97084,E Anemometer 4'
2014-10-30 19:43:22,ai7,-0.00356,N Anemometer 4'
2014-10-30 19:43:22,ai8,0.22808,N Anemometer 7'6
2014-10-30 19:43:22,ai9,-0.00437,S Setra
2014-10-30 19:43:22,ai10,0.07031,E Outer Setra
2014-10-30 19:43:22,ai11,0.04599,NW P26
2014-10-30 19:43:22,ai12,-0.00405,E Inner Setra
2014-10-30 19:43:22,ai13,-0.00089,N Setra
2014-10-30 19:43:23,ai0,1.58192,NE Anemometer 4'
2014-10-30 19:43:23,ai1,0.43431,SW Anemometer 4'
2014-10-30 19:43:23,ai2,1.33544,SE Anemometer 4'
2014-10-30 19:43:23,ai3,0.04031,W Anemometer 4'
2014-10-30 19:43:23,ai4,0.29413,Center Anemometer 4'
2014-10-30 19:43:23,ai5,0.37674,Center Anemometer 7'6
2014-10-30 19:43:23,ai6,0.96837,E Anemometer 4'
2014-10-30 19:43:23,ai7,-0.00356,N Anemometer 4'
2014-10-30 19:43:23,ai8,0.23548,N Anemometer 7'6
2014-10-30 19:43:23,ai9,-0.00438,S Setra
2014-10-30 19:43:23,ai10,0.06045,E Outer Setra
2014-10-30 19:43:23,ai11,0.04599,NW P26
2014-10-30 19:43:23,ai12,-0.00407,E Inner Setra
2014-10-30 19:43:23,ai13,-0.00087,N Setra
2014-10-30 19:43:24,ai0,1.41995,NE Anemometer 4'
2014-10-30 19:43:24,ai1,0.44829,SW Anemometer 4'
2014-10-30 19:43:24,ai2,1.32393,SE Anemometer 4'
2014-10-30 19:43:24,ai3,0.03702,W Anemometer 4'
2014-10-30 19:43:24,ai4,0.29126,Center Anemometer 4'
2014-10-30 19:43:24,ai5,0.18681,Center Anemometer 7'6
2014-10-30 19:43:24,ai6,0.8656,E Anemometer 4'
2014-10-30 19:43:24,ai7,0.01083,N Anemometer 4'
2014-10-30 19:43:24,ai8,0.16641,N Anemometer 7'6
2014-10-30 19:43:24,ai9,-0.00436,S Setra
2014-10-30 19:43:24,ai10,0.02441,E Outer Setra
2014-10-30 19:43:24,ai11,0.04599,NW P26
2014-10-30 19:43:24,ai12,-0.00398,E Inner Setra
2014-10-30 19:43:24,ai13,-0.00086,N Setra
2014-10-30 19:43:25,ai0,1.36445,NE Anemometer 4'
2014-10-30 19:43:25,ai1,0.45487,SW Anemometer 4'
2014-10-30 19:43:25,ai2,1.13524,SE Anemometer 4'
2014-10-30 19:43:25,ai3,0.06086,W Anemometer 4'
2014-10-30 19:43:25,ai4,0.20287,Center Anemometer 4'
2014-10-30 19:43:25,ai5,0.13953,Center Anemometer 7'6
2014-10-30 19:43:25,ai6,0.80311,E Anemometer 4'
2014-10-30 19:43:25,ai7,0.00261,N Anemometer 4'
2014-10-30 19:43:25,ai8,0.018,N Anemometer 7'6
2014-10-30 19:43:25,ai9,0.00479,S Setra
2014-10-30 19:43:25,ai10,0.00347,E Outer Setra
2014-10-30 19:43:25,ai11,0.04599,NW P26
2014-10-30 19:43:25,ai12,-0.00408,E Inner Setra
2014-10-30 19:43:25,ai13,-0.00094,N Setra
2014-10-30 19:43:26,ai0,1.37103,NE Anemometer 4'
2014-10-30 19:43:26,ai1,0.45487,SW Anemometer 4'
2014-10-30 19:43:26,ai2,1.36997,SE Anemometer 4'
2014-10-30 19:43:26,ai3,0.0214,W Anemometer 4'
2014-10-30 19:43:26,ai4,0.19794,Center Anemometer 4'
2014-10-30 19:43:26,ai5,0.14035,Center Anemometer 7'6
2014-10-30 19:43:26,ai6,0.80105,E Anemometer 4'
2014-10-30 19:43:26,ai7,-0.00109,N Anemometer 4'
2014-10-30 19:43:26,ai8,-0.00543,N Anemometer 7'6
2014-10-30 19:43:26,ai9,0.01141,S Setra
2014-10-30 19:43:26,ai10,0.00237,E Outer Setra
2014-10-30 19:43:26,ai11,0.04599,NW P26
2014-10-30 19:43:26,ai12,-0.0004,E Inner Setra
2014-10-30 19:43:26,ai13,-0.00092,N Setra
2014-10-30 19:43:27,ai0,0.78685,NE Anemometer 4'
2014-10-30 19:43:27,ai1,0.3525,SW Anemometer 4'
2014-10-30 19:43:27,ai2,1.393,SE Anemometer 4'
2014-10-30 19:43:27,ai3,0.01811,W Anemometer 4'
2014-10-30 19:43:27,ai4,0.14038,Center Anemometer 4'
2014-10-30 19:43:27,ai5,0.06471,Center Anemometer 7'6
2014-10-30 19:43:27,ai6,0.84956,E Anemometer 4'
2014-10-30 19:43:27,ai7,0.00672,N Anemometer 4'
2014-10-30 19:43:27,ai8,0.05418,N Anemometer 7'6
2014-10-30 19:43:27,ai9,0.02079,S Setra
2014-10-30 19:43:27,ai10,-0.00528,E Outer Setra
2014-10-30 19:43:27,ai11,0.04599,NW P26
2014-10-30 19:43:27,ai12,-0.00405,E Inner Setra
2014-10-30 19:43:27,ai13,-0.00093,N Setra
2014-10-30 19:43:28,ai0,1.24112,NE Anemometer 4'
2014-10-30 19:43:28,ai1,0.31139,SW Anemometer 4'
2014-10-30 19:43:28,ai2,1.42383,SE Anemometer 4'
2014-10-30 19:43:28,ai3,0.02674,W Anemometer 4'
2014-10-30 19:43:28,ai4,0.09105,Center Anemometer 4'
2014-10-30 19:43:28,ai5,0.12555,Center Anemometer 7'6
2014-10-30 19:43:28,ai6,0.64031,E Anemometer 4'
2014-10-30 19:43:28,ai7,0.00754,N Anemometer 4'
2014-10-30 19:43:28,ai8,-0.00378,N Anemometer 7'6
2014-10-30 19:43:28,ai9,0.02525,S Setra
2014-10-30 19:43:28,ai10,0.00078,E Outer Setra
2014-10-30 19:43:28,ai11,0.04599,NW P26
2014-10-30 19:43:28,ai12,0.00401,E Inner Setra
2014-10-30 19:43:28,ai13,-0.00103,N Setra
2014-10-30 19:43:29,ai0,1.25016,NE Anemometer 4'
2014-10-30 19:43:29,ai1,0.31139,SW Anemometer 4'
2014-10-30 19:43:29,ai2,1.3745,SE Anemometer 4'
2014-10-30 19:43:29,ai3,0.02674,W Anemometer 4'
2014-10-30 19:43:29,ai4,0.09146,Center Anemometer 4'
2014-10-30 19:43:29,ai5,0.11733,Center Anemometer 7'6
2014-10-30 19:43:29,ai6,0.62428,E Anemometer 4'
2014-10-30 19:43:29,ai7,-0.00726,N Anemometer 4'
2014-10-30 19:43:29,ai8,-0.00091,N Anemometer 7'6
2014-10-30 19:43:29,ai9,0.01562,S Setra
2014-10-30 19:43:29,ai10,-0.00177,E Outer Setra
2014-10-30 19:43:29,ai11,0.04599,NW P26
2014-10-30 19:43:29,ai12,-0.00163,E Inner Setra
2014-10-30 19:43:29,ai13,-0.00096,N Setra
2014-10-30 19:43:30,ai0,1.34965,NE Anemometer 4'
2014-10-30 19:43:30,ai1,0.32003,SW Anemometer 4'
2014-10-30 19:43:30,ai2,1.3042,SE Anemometer 4'
2014-10-30 19:43:30,ai3,0.15459,W Anemometer 4'
2014-10-30 19:43:30,ai4,0.1301,Center Anemometer 4'
2014-10-30 19:43:30,ai5,0.11199,Center Anemometer 7'6
2014-10-30 19:43:30,ai6,1.12336,E Anemometer 4'
2014-10-30 19:43:30,ai7,-0.00027,N Anemometer 4'
2014-10-30 19:43:30,ai8,-8e-05,N Anemometer 7'6
2014-10-30 19:43:30,ai9,-0.00245,S Setra
2014-10-30 19:43:30,ai10,0.01966,E Outer Setra
2014-10-30 19:43:30,ai11,0.04599,NW P26
2014-10-30 19:43:30,ai12,0.00521,E Inner Setra
2014-10-30 19:43:30,ai13,-0.00097,N Setra
2014-10-30 19:43:31,ai0,1.40268,NE Anemometer 4'
2014-10-30 19:43:31,ai1,0.4265,SW Anemometer 4'
2014-10-30 19:43:31,ai2,1.07604,SE Anemometer 4'
2014-10-30 19:43:31,ai3,0.17063,W Anemometer 4'
2014-10-30 19:43:31,ai4,0.24028,Center Anemometer 4'
2014-10-30 19:43:31,ai5,0.17776,Center Anemometer 7'6
2014-10-30 19:43:31,ai6,1.06251,E Anemometer 4'
2014-10-30 19:43:31,ai7,0.00055,N Anemometer 4'
2014-10-30 19:43:31,ai8,0.00033,N Anemometer 7'6
2014-10-30 19:43:31,ai9,-0.00441,S Setra
2014-10-30 19:43:31,ai10,0.01339,E Outer Setra
2014-10-30 19:43:31,ai11,0.04599,NW P26
2014-10-30 19:43:31,ai12,-0.00405,E Inner Setra
2014-10-30 19:43:31,ai13,-0.00083,N Setra
2014-10-30 19:43:32,ai0,1.41789,NE Anemometer 4'
2014-10-30 19:43:32,ai1,0.46145,SW Anemometer 4'
2014-10-30 19:43:32,ai2,1.08303,SE Anemometer 4'
2014-10-30 19:43:32,ai3,0.18707,W Anemometer 4'
2014-10-30 19:43:32,ai4,0.28714,Center Anemometer 4'
2014-10-30 19:43:32,ai5,0.22792,Center Anemometer 7'6
2014-10-30 19:43:32,ai6,0.89519,E Anemometer 4'
2014-10-30 19:43:32,ai7,0.00137,N Anemometer 4'
2014-10-30 19:43:32,ai8,0.00279,N Anemometer 7'6
2014-10-30 19:43:32,ai9,-0.00114,S Setra
2014-10-30 19:43:32,ai10,0.04303,E Outer Setra
