datetime,position,value
2014-10-30 18:51:23,ai5,0.20736,Center Anemometer 7'6
2014-10-30 18:51:23,ai6,0.70033,E Anemometer 4'
2014-10-30 18:51:23,ai7,-0.00644,N Anemometer 4'
2014-10-30 18:51:23,ai8,0.18861,N Anemometer 7'6
2014-10-30 18:51:23,ai9,0.00993,S Setra
2014-10-30 18:51:23,ai10,0.00368,E Outer Setra
2014-10-30 18:51:23,ai11,0.04599,NW P26
2014-10-30 18:51:23,ai12,-0.00102,E Inner Setra
2014-10-30 18:51:23,ai13,-0.00098,N Setra
2014-10-30 18:51:24,ai0,0.27421,NE Anemometer 4'
2014-10-30 18:51:24,ai1,0.30687,SW Anemometer 4'
2014-10-30 18:51:24,ai2,0.82814,SE Anemometer 4'
2014-10-30 18:51:24,ai3,0.18255,W Anemometer 4'
2014-10-30 18:51:24,ai4,0.05981,Center Anemometer 4'
2014-10-30 18:51:24,ai5,0.25998,Center Anemometer 7'6
2014-10-30 18:51:24,ai6,0.63373,E Anemometer 4'
2014-10-30 18:51:24,ai7,-0.00274,N Anemometer 4'
2014-10-30 18:51:24,ai8,0.41554,N Anemometer 7'6
2014-10-30 18:51:24,ai9,0.0094,S Setra
2014-10-30 18:51:24,ai10,0.0052,E Outer Setra
2014-10-30 18:51:24,ai11,0.04599,NW P26
2014-10-30 18:51:24,ai12,-0.00012,E Inner Setra
2014-10-30 18:51:24,ai13,-0.00098,N Setra
2014-10-30 18:51:25,ai0,1.09353,NE Anemometer 4'
2014-10-30 18:51:25,ai1,0.32496,SW Anemometer 4'
2014-10-30 18:51:25,ai2,0.82403,SE Anemometer 4'
2014-10-30 18:51:25,ai3,0.12993,W Anemometer 4'
2014-10-30 18:51:25,ai4,0.10585,Center Anemometer 4'
2014-10-30 18:51:25,ai5,0.25135,Center Anemometer 7'6
2014-10-30 18:51:25,ai6,0.75665,E Anemometer 4'
2014-10-30 18:51:25,ai7,0.15841,N Anemometer 4'
2014-10-30 18:51:25,ai8,0.21821,N Anemometer 7'6
2014-10-30 18:51:25,ai9,0.00591,S Setra
2014-10-30 18:51:25,ai10,0.00174,E Outer Setra
2014-10-30 18:51:25,ai11,0.04599,NW P26
2014-10-30 18:51:25,ai12,-7e-05,E Inner Setra
2014-10-30 18:51:25,ai13,-0.00099,N Setra
2014-10-30 18:51:26,ai0,1.10998,NE Anemometer 4'
2014-10-30 18:51:26,ai1,0.33113,SW Anemometer 4'
2014-10-30 18:51:26,ai2,0.70646,SE Anemometer 4'
2014-10-30 18:51:26,ai3,0.12746,W Anemometer 4'
2014-10-30 18:51:26,ai4,0.11366,Center Anemometer 4'
2014-10-30 18:51:26,ai5,0.25258,Center Anemometer 7'6
2014-10-30 18:51:26,ai6,0.77351,E Anemometer 4'
2014-10-30 18:51:26,ai7,0.16047,N Anemometer 4'
2014-10-30 18:51:26,ai8,0.21451,N Anemometer 7'6
2014-10-30 18:51:26,ai9,0.01008,S Setra
2014-10-30 18:51:26,ai10,0.00466,E Outer Setra
2014-10-30 18:51:26,ai11,0.04599,NW P26
2014-10-30 18:51:26,ai12,-0.00232,E Inner Setra
2014-10-30 18:51:26,ai13,-0.00098,N Setra
2014-10-30 18:51:27,ai0,0.87976,NE Anemometer 4'
2014-10-30 18:51:27,ai1,0.33277,SW Anemometer 4'
2014-10-30 18:51:27,ai2,0.64356,SE Anemometer 4'
2014-10-30 18:51:27,ai3,0.10896,W Anemometer 4'
2014-10-30 18:51:27,ai4,0.1153,Center Anemometer 4'
2014-10-30 18:51:27,ai5,0.33069,Center Anemometer 7'6
2014-10-30 18:51:27,ai6,0.73939,E Anemometer 4'
2014-10-30 18:51:27,ai7,0.00918,N Anemometer 4'
2014-10-30 18:51:27,ai8,0.30783,N Anemometer 7'6
2014-10-30 18:51:27,ai9,0.00995,S Setra
2014-10-30 18:51:27,ai10,-0.00416,E Outer Setra
2014-10-30 18:51:27,ai11,0.04599,NW P26
2014-10-30 18:51:27,ai12,-0.00083,E Inner Setra
2014-10-30 18:51:27,ai13,-0.00098,N Setra
2014-10-30 18:51:28,ai0,0.61789,NE Anemometer 4'
2014-10-30 18:51:28,ai1,0.31715,SW Anemometer 4'
2014-10-30 18:51:28,ai2,0.88118,SE Anemometer 4'
2014-10-30 18:51:28,ai3,0.14761,W Anemometer 4'
2014-10-30 18:51:28,ai4,0.04501,Center Anemometer 4'
2014-10-30 18:51:28,ai5,0.40305,Center Anemometer 7'6
2014-10-30 18:51:28,ai6,0.69951,E Anemometer 4'
2014-10-30 18:51:28,ai7,-0.00973,N Anemometer 4'
2014-10-30 18:51:28,ai8,0.45624,N Anemometer 7'6
2014-10-30 18:51:28,ai9,0.01269,S Setra
2014-10-30 18:51:28,ai10,-0.00527,E Outer Setra
2014-10-30 18:51:28,ai11,0.04599,NW P26
2014-10-30 18:51:28,ai12,-0.00092,E Inner Setra
2014-10-30 18:51:28,ai13,-0.00098,N Setra
2014-10-30 18:51:29,ai0,0.60268,NE Anemometer 4'
2014-10-30 18:51:29,ai1,0.32003,SW Anemometer 4'
2014-10-30 18:51:29,ai2,0.89104,SE Anemometer 4'
2014-10-30 18:51:29,ai3,0.14925,W Anemometer 4'
2014-10-30 18:51:29,ai4,0.03349,Center Anemometer 4'
2014-10-30 18:51:29,ai5,0.42031,Center Anemometer 7'6
2014-10-30 18:51:29,ai6,0.65059,E Anemometer 4'
2014-10-30 18:51:29,ai7,0.00178,N Anemometer 4'
2014-10-30 18:51:29,ai8,0.46076,N Anemometer 7'6
2014-10-30 18:51:29,ai9,0.01673,S Setra
2014-10-30 18:51:29,ai10,-0.00527,E Outer Setra
2014-10-30 18:51:29,ai11,0.00204,NW P26
2014-10-30 18:51:29,ai12,-0.00166,E Inner Setra
2014-10-30 18:51:29,ai13,-0.00098,N Setra
2014-10-30 18:51:30,ai0,0.29559,NE Anemometer 4'
2014-10-30 18:51:30,ai1,0.36607,SW Anemometer 4'
2014-10-30 18:51:30,ai2,0.8154,SE Anemometer 4'
2014-10-30 18:51:30,ai3,0.07443,W Anemometer 4'
2014-10-30 18:51:30,ai4,0.00554,Center Anemometer 4'
2014-10-30 18:51:30,ai5,0.357,Center Anemometer 7'6
2014-10-30 18:51:30,ai6,0.72911,E Anemometer 4'
2014-10-30 18:51:30,ai7,0.02152,N Anemometer 4'
2014-10-30 18:51:30,ai8,0.34072,N Anemometer 7'6
2014-10-30 18:51:30,ai9,0.01994,S Setra
2014-10-30 18:51:30,ai10,-0.00527,E Outer Setra
2014-10-30 18:51:30,ai11,0.02811,NW P26
2014-10-30 18:51:30,ai12,-0.00215,E Inner Setra
2014-10-30 18:51:30,ai13,-0.00099,N Setra
2014-10-30 18:51:31,ai0,0.3404,NE Anemometer 4'
2014-10-30 18:51:31,ai1,0.35826,SW Anemometer 4'
2014-10-30 18:51:31,ai2,0.7525,SE Anemometer 4'
2014-10-30 18:51:31,ai3,0.07484,W Anemometer 4'
2014-10-30 18:51:31,ai4,-0.00227,Center Anemometer 4'
2014-10-30 18:51:31,ai5,0.36646,Center Anemometer 7'6
2014-10-30 18:51:31,ai6,0.71924,E Anemometer 4'
2014-10-30 18:51:31,ai7,0.02645,N Anemometer 4'
2014-10-30 18:51:31,ai8,0.33866,N Anemometer 7'6
2014-10-30 18:51:31,ai9,0.02257,S Setra
2014-10-30 18:51:31,ai10,-0.00529,E Outer Setra
2014-10-30 18:51:31,ai11,0.00764,NW P26
2014-10-30 18:51:31,ai12,-0.00118,E Inner Setra
2014-10-30 18:51:31,ai13,-0.00098,N Setra
2014-10-30 18:51:32,ai0,0.39055,NE Anemometer 4'
2014-10-30 18:51:32,ai1,0.33688,SW Anemometer 4'
2014-10-30 18:51:32,ai2,0.7414,SE Anemometer 4'
2014-10-30 18:51:32,ai3,0.07402,W Anemometer 4'
2014-10-30 18:51:32,ai4,0.00513,Center Anemometer 4'
2014-10-30 18:51:32,ai5,0.20448,Center Anemometer 7'6
2014-10-30 18:51:32,ai6,0.70814,E Anemometer 4'
2014-10-30 18:51:32,ai7,0.19994,N Anemometer 4'
2014-10-30 18:51:32,ai8,0.48748,N Anemometer 7'6
2014-10-30 18:51:32,ai9,0.02354,S Setra
2014-10-30 18:51:32,ai10,-0.00522,E Outer Setra
2014-10-30 18:51:32,ai11,0.01074,NW P26
2014-10-30 18:51:32,ai12,-0.00041,E Inner Setra
2014-10-30 18:51:32,ai13,-0.00098,N Setra
2014-10-30 18:51:33,ai0,0.6257,NE Anemometer 4'
2014-10-30 18:51:33,ai1,0.27275,SW Anemometer 4'
2014-10-30 18:51:33,ai2,0.71961,SE Anemometer 4'
2014-10-30 18:51:33,ai3,0.04812,W Anemometer 4'
2014-10-30 18:51:33,ai4,0.00348,Center Anemometer 4'
2014-10-30 18:51:33,ai5,0.29041,Center Anemometer 7'6
2014-10-30 18:51:33,ai6,0.62387,E Anemometer 4'
2014-10-30 18:51:33,ai7,0.04865,N Anemometer 4'
2014-10-30 18:51:33,ai8,0.36703,N Anemometer 7'6
2014-10-30 18:51:33,ai9,0.02319,S Setra
2014-10-30 18:51:33,ai10,-0.00526,E Outer Setra
2014-10-30 18:51:33,ai11,0.02422,NW P26
2014-10-30 18:51:33,ai12,0.00081,E Inner Setra
2014-10-30 18:51:33,ai13,-0.00099,N Setra
2014-10-30 18:51:34,ai0,0.63104,NE Anemometer 4'
2014-10-30 18:51:34,ai1,0.27522,SW Anemometer 4'
2014-10-30 18:51:34,ai2,0.69824,SE Anemometer 4'
2014-10-30 18:51:34,ai3,0.03949,W Anemometer 4'
2014-10-30 18:51:34,ai4,-0.00186,Center Anemometer 4'
2014-10-30 18:51:34,ai5,0.29246,Center Anemometer 7'6
2014-10-30 18:51:34,ai6,0.60413,E Anemometer 4'
2014-10-30 18:51:34,ai7,0.07003,N Anemometer 4'
2014-10-30 18:51:34,ai8,0.35511,N Anemometer 7'6
2014-10-30 18:51:34,ai9,0.01747,S Setra
2014-10-30 18:51:34,ai10,-0.00528,E Outer Setra
2014-10-30 18:51:34,ai11,0.00964,NW P26
2014-10-30 18:51:34,ai12,0.00266,E Inner Setra
2014-10-30 18:51:34,ai13,-0.00099,N Setra
2014-10-30 18:51:35,ai0,0.29887,NE Anemometer 4'
2014-10-30 18:51:35,ai1,0.34593,SW Anemometer 4'
2014-10-30 18:51:35,ai2,0.69207,SE Anemometer 4'
2014-10-30 18:51:35,ai3,0.03907,W Anemometer 4'
2014-10-30 18:51:35,ai4,-0.00679,Center Anemometer 4'
2014-10-30 18:51:35,ai5,0.28095,Center Anemometer 7'6
2014-10-30 18:51:35,ai6,0.55028,E Anemometer 4'
2014-10-30 18:51:35,ai7,-0.00274,N Anemometer 4'
2014-10-30 18:51:35,ai8,0.44021,N Anemometer 7'6
2014-10-30 18:51:35,ai9,0.00868,S Setra
2014-10-30 18:51:35,ai10,-0.00124,E Outer Setra
2014-10-30 18:51:35,ai11,0.00961,NW P26
2014-10-30 18:51:35,ai12,0.00208,E Inner Setra
2014-10-30 18:51:35,ai13,-0.001,N Setra
2014-10-30 18:51:36,ai0,0.50648,NE Anemometer 4'
2014-10-30 18:51:36,ai1,0.40718,SW Anemometer 4'
2014-10-30 18:51:36,ai2,0.81088,SE Anemometer 4'
2014-10-30 18:51:36,ai3,0.11636,W Anemometer 4'
2014-10-30 18:51:36,ai4,-0.00063,Center Anemometer 4'
2014-10-30 18:51:36,ai5,0.31178,Center Anemometer 7'6
2014-10-30 18:51:36,ai6,0.5511,E Anemometer 4'
2014-10-30 18:51:36,ai7,-0.00068,N Anemometer 4'
2014-10-30 18:51:36,ai8,0.27042,N Anemometer 7'6
2014-10-30 18:51:36,ai9,0.00272,S Setra
2014-10-30 18:51:36,ai10,0.01899,E Outer Setra
2014-10-30 18:51:36,ai11,0.00667,NW P26
2014-10-30 18:51:36,ai12,0.00224,E Inner Setra
2014-10-30 18:51:36,ai13,-0.001,N Setra
2014-10-30 18:51:37,ai0,0.50237,NE Anemometer 4'
2014-10-30 18:51:37,ai1,0.41006,SW Anemometer 4'
2014-10-30 18:51:37,ai2,0.89844,SE Anemometer 4'
2014-10-30 18:51:37,ai3,0.12376,W Anemometer 4'
2014-10-30 18:51:37,ai4,0.00307,Center Anemometer 4'
2014-10-30 18:51:37,ai5,0.3089,Center Anemometer 7'6
2014-10-30 18:51:37,ai6,0.54535,E Anemometer 4'
2014-10-30 18:51:37,ai7,0.00178,N Anemometer 4'
2014-10-30 18:51:37,ai8,0.2696,N Anemometer 7'6
2014-10-30 18:51:37,ai9,-0.00247,S Setra
2014-10-30 18:51:37,ai10,0.02541,E Outer Setra
2014-10-30 18:51:37,ai11,0.0039,NW P26
2014-10-30 18:51:37,ai12,0.00044,E Inner Setra
2014-10-30 18:51:37,ai13,-0.00099,N Setra
2014-10-30 18:51:38,ai0,1.32457,NE Anemometer 4'
2014-10-30 18:51:38,ai1,0.29618,SW Anemometer 4'
2014-10-30 18:51:38,ai2,0.94531,SE Anemometer 4'
2014-10-30 18:51:38,ai3,0.14103,W Anemometer 4'
2014-10-30 18:51:38,ai4,0.13874,Center Anemometer 4'
2014-10-30 18:51:38,ai5,0.45402,Center Anemometer 7'6
2014-10-30 18:51:38,ai6,0.50588,E Anemometer 4'
2014-10-30 18:51:38,ai7,0.01535,N Anemometer 4'
2014-10-30 18:51:38,ai8,0.11996,N Anemometer 7'6
2014-10-30 18:51:38,ai9,-0.00437,S Setra
2014-10-30 18:51:38,ai10,0.02082,E Outer Setra
2014-10-30 18:51:38,ai11,0.00398,NW P26
2014-10-30 18:51:38,ai12,-0.00145,E Inner Setra
2014-10-30 18:51:38,ai13,-0.00098,N Setra
2014-10-30 18:51:39,ai0,1.02447,NE Anemometer 4'
2014-10-30 18:51:39,ai1,0.22465,SW Anemometer 4'
2014-10-30 18:51:39,ai2,0.91612,SE Anemometer 4'
2014-10-30 18:51:39,ai3,0.10485,W Anemometer 4'
2014-10-30 18:51:39,ai4,0.33565,Center Anemometer 4'
2014-10-30 18:51:39,ai5,0.53378,Center Anemometer 7'6
2014-10-30 18:51:39,ai6,0.503,E Anemometer 4'
2014-10-30 18:51:39,ai7,0.19418,N Anemometer 4'
2014-10-30 18:51:39,ai8,0.0439,N Anemometer 7'6
2014-10-30 18:51:39,ai9,-0.00435,S Setra
2014-10-30 18:51:39,ai10,0.01381,E Outer Setra
2014-10-30 18:51:39,ai11,0.01213,NW P26
2014-10-30 18:51:39,ai12,-0.0025,E Inner Setra
2014-10-30 18:51:39,ai13,-0.00095,N Setra
2014-10-30 18:51:40,ai0,1.00597,NE Anemometer 4'
2014-10-30 18:51:40,ai1,0.21355,SW Anemometer 4'
2014-10-30 18:51:40,ai2,0.92434,SE Anemometer 4'
2014-10-30 18:51:40,ai3,0.11718,W Anemometer 4'
2014-10-30 18:51:40,ai4,0.36854,Center Anemometer 4'
2014-10-30 18:51:40,ai5,0.56872,Center Anemometer 7'6
2014-10-30 18:51:40,ai6,0.51246,E Anemometer 4'
2014-10-30 18:51:40,ai7,0.20651,N Anemometer 4'
2014-10-30 18:51:40,ai8,0.03116,N Anemometer 7'6
2014-10-30 18:51:40,ai9,-0.00434,S Setra
2014-10-30 18:51:40,ai10,0.01216,E Outer Setra
2014-10-30 18:51:40,ai11,0.00457,NW P26
2014-10-30 18:51:40,ai12,-0.00131,E Inner Setra
2014-10-30 18:51:40,ai13,-0.00097,N Setra
2014-10-30 18:51:41,ai0,1.11779,NE Anemometer 4'
2014-10-30 18:51:41,ai1,0.4043,SW Anemometer 4'
2014-10-30 18:51:41,ai2,0.88405,SE Anemometer 4'
2014-10-30 18:51:41,ai3,0.10773,W Anemometer 4'
2014-10-30 18:51:41,ai4,0.44336,Center Anemometer 4'
2014-10-30 18:51:41,ai5,0.59256,Center Anemometer 7'6
2014-10-30 18:51:41,ai6,0.58769,E Anemometer 4'
2014-10-30 18:51:41,ai7,0.52265,N Anemometer 4'
2014-10-30 18:51:41,ai8,0.28316,N Anemometer 7'6
2014-10-30 18:51:41,ai9,-0.00438,S Setra
2014-10-30 18:51:41,ai10,0.01249,E Outer Setra
2014-10-30 18:51:41,ai11,0.02354,NW P26
2014-10-30 18:51:41,ai12,-0.00184,E Inner Setra
2014-10-30 18:51:41,ai13,-0.00098,N Setra
2014-10-30 18:51:42,ai0,0.78315,NE Anemometer 4'
2014-10-30 18:51:42,ai1,0.41129,SW Anemometer 4'
2014-10-30 18:51:42,ai2,0.87337,SE Anemometer 4'
2014-10-30 18:51:42,ai3,0.15254,W Anemometer 4'
2014-10-30 18:51:42,ai4,0.44747,Center Anemometer 4'
2014-10-30 18:51:42,ai5,0.58722,Center Anemometer 7'6
2014-10-30 18:51:42,ai6,0.58522,E Anemometer 4'
2014-10-30 18:51:42,ai7,0.52717,N Anemometer 4'
2014-10-30 18:51:42,ai8,0.28481,N Anemometer 7'6
2014-10-30 18:51:42,ai9,-0.00371,S Setra
2014-10-30 18:51:42,ai10,0.01086,E Outer Setra
2014-10-30 18:51:42,ai11,0.0207,NW P26
2014-10-30 18:51:42,ai12,-0.00135,E Inner Setra
2014-10-30 18:51:42,ai13,-0.00098,N Setra
2014-10-30 18:51:43,ai0,0.41028,NE Anemometer 4'
2014-10-30 18:51:43,ai1,0.43308,SW Anemometer 4'
2014-10-30 18:51:43,ai2,0.87172,SE Anemometer 4'
2014-10-30 18:51:43,ai3,0.14719,W Anemometer 4'
2014-10-30 18:51:43,ai4,0.4039,Center Anemometer 4'
2014-10-30 18:51:43,ai5,0.56872,Center Anemometer 7'6
2014-10-30 18:51:43,ai6,0.51575,E Anemometer 4'
2014-10-30 18:51:43,ai7,0.3393,N Anemometer 4'
2014-10-30 18:51:43,ai8,0.13969,N Anemometer 7'6
2014-10-30 18:51:43,ai9,-0.00116,S Setra
2014-10-30 18:51:43,ai10,0.00865,E Outer Setra
2014-10-30 18:51:43,ai11,0.00908,NW P26
2014-10-30 18:51:43,ai12,-0.00136,E Inner Setra
2014-10-30 18:51:43,ai13,-0.00098,N Setra
2014-10-30 18:51:44,ai0,0.99281,NE Anemometer 4'
2014-10-30 18:51:44,ai1,0.39896,SW Anemometer 4'
2014-10-30 18:51:44,ai2,0.81746,SE Anemometer 4'
2014-10-30 18:51:44,ai3,0.19653,W Anemometer 4'
2014-10-30 18:51:44,ai4,0.46762,Center Anemometer 4'
2014-10-30 18:51:44,ai5,0.50623,Center Anemometer 7'6
2014-10-30 18:51:44,ai6,0.65676,E Anemometer 4'
2014-10-30 18:51:44,ai7,0.26201,N Anemometer 4'
2014-10-30 18:51:44,ai8,0.05377,N Anemometer 7'6
2014-10-30 18:51:44,ai9,-0.0002,S Setra
2014-10-30 18:51:44,ai10,0.00685,E Outer Setra
2014-10-30 18:51:44,ai11,0.0111,NW P26
2014-10-30 18:51:44,ai12,-0.00175,E Inner Setra
2014-10-30 18:51:44,ai13,-0.00099,N Setra
2014-10-30 18:51:45,ai0,0.99446,NE Anemometer 4'
2014-10-30 18:51:45,ai1,0.39033,SW Anemometer 4'
2014-10-30 18:51:45,ai2,0.75045,SE Anemometer 4'
2014-10-30 18:51:45,ai3,0.17556,W Anemometer 4'
2014-10-30 18:51:45,ai4,0.46967,Center Anemometer 4'
2014-10-30 18:51:45,ai5,0.50623,Center Anemometer 7'6
2014-10-30 18:51:45,ai6,0.65634,E Anemometer 4'
2014-10-30 18:51:45,ai7,0.25831,N Anemometer 4'
2014-10-30 18:51:45,ai8,0.05377,N Anemometer 7'6
2014-10-30 18:51:45,ai9,-0.0002,S Setra
2014-10-30 18:51:45,ai10,0.0049,E Outer Setra
2014-10-30 18:51:45,ai11,0.01889,NW P26
2014-10-30 18:51:45,ai12,-0.00147,E Inner Setra
2014-10-30 18:51:45,ai13,-0.00098,N Setra
2014-10-30 18:51:46,ai0,1.05736,NE Anemometer 4'
2014-10-30 18:51:46,ai1,0.27645,SW Anemometer 4'
2014-10-30 18:51:46,ai2,0.74962,SE Anemometer 4'
2014-10-30 18:51:46,ai3,0.17762,W Anemometer 4'
2014-10-30 18:51:46,ai4,0.47296,Center Anemometer 4'
2014-10-30 18:51:46,ai5,0.3792,Center Anemometer 7'6
2014-10-30 18:51:46,ai6,0.6214,E Anemometer 4'
2014-10-30 18:51:46,ai7,0.03303,N Anemometer 4'
2014-10-30 18:51:46,ai8,0.351,N Anemometer 7'6
2014-10-30 18:51:46,ai9,0.00112,S Setra
2014-10-30 18:51:46,ai10,0.01042,E Outer Setra
2014-10-30 18:51:46,ai11,0.00335,NW P26
2014-10-30 18:51:46,ai12,-0.00025,E Inner Setra
2014-10-30 18:51:46,ai13,-0.00098,N Setra
2014-10-30 18:51:47,ai0,0.51141,NE Anemometer 4'
2014-10-30 18:51:47,ai1,0.31057,SW Anemometer 4'
2014-10-30 18:51:47,ai2,0.79731,SE Anemometer 4'
2014-10-30 18:51:47,ai3,0.17268,W Anemometer 4'
2014-10-30 18:51:47,ai4,0.46145,Center Anemometer 4'
2014-10-30 18:51:47,ai5,0.38701,Center Anemometer 7'6
2014-10-30 18:51:47,ai6,0.54206,E Anemometer 4'
2014-10-30 18:51:47,ai7,-0.00438,N Anemometer 4'
2014-10-30 18:51:47,ai8,0.38224,N Anemometer 7'6
2014-10-30 18:51:47,ai9,0.00074,S Setra
2014-10-30 18:51:47,ai10,0.01499,E Outer Setra
2014-10-30 18:51:47,ai11,0.0095,NW P26
2014-10-30 18:51:47,ai12,0.00134,E Inner Setra
2014-10-30 18:51:47,ai13,-0.00098,N Setra
2014-10-30 18:51:48,ai0,0.51306,NE Anemometer 4'
2014-10-30 18:51:48,ai1,0.31962,SW Anemometer 4'
2014-10-30 18:51:48,ai2,0.70564,SE Anemometer 4'
2014-10-30 18:51:48,ai3,0.192,W Anemometer 4'
2014-10-30 18:51:48,ai4,0.46433,Center Anemometer 4'
2014-10-30 18:51:48,ai5,0.38496,Center Anemometer 7'6
2014-10-30 18:51:48,ai6,0.5363,E Anemometer 4'
2014-10-30 18:51:48,ai7,-0.00438,N Anemometer 4'
2014-10-30 18:51:48,ai8,0.38676,N Anemometer 7'6
2014-10-30 18:51:48,ai9,-0.0016,S Setra
2014-10-30 18:51:48,ai10,0.01477,E Outer Setra
2014-10-30 18:51:48,ai11,0.00703,NW P26
2014-10-30 18:51:48,ai12,0.00176,E Inner Setra
2014-10-30 18:51:48,ai13,-0.00098,N Setra
2014-10-30 18:51:49,ai0,0.77657,NE Anemometer 4'
2014-10-30 18:51:49,ai1,0.35374,SW Anemometer 4'
2014-10-30 18:51:49,ai2,0.65507,SE Anemometer 4'
2014-10-30 18:51:49,ai3,0.21338,W Anemometer 4'
2014-10-30 18:51:49,ai4,0.34634,Center Anemometer 4'
2014-10-30 18:51:49,ai5,0.5938,Center Anemometer 7'6
2014-10-30 18:51:49,ai6,0.62757,E Anemometer 4'
2014-10-30 18:51:49,ai7,-0.00932,N Anemometer 4'
2014-10-30 18:51:49,ai8,0.18245,N Anemometer 7'6
2014-10-30 18:51:49,ai9,-0.00436,S Setra
2014-10-30 18:51:49,ai10,0.02359,E Outer Setra
2014-10-30 18:51:49,ai11,0.00933,NW P26
2014-10-30 18:51:49,ai12,-0.00014,E Inner Setra
2014-10-30 18:51:49,ai13,-0.00097,N Setra
2014-10-30 18:51:50,ai0,1.14328,NE Anemometer 4'
2014-10-30 18:51:50,ai1,0.49105,SW Anemometer 4'
2014-10-30 18:51:50,ai2,0.77963,SE Anemometer 4'
2014-10-30 18:51:50,ai3,0.28861,W Anemometer 4'
2014-10-30 18:51:50,ai4,0.31469,Center Anemometer 4'
2014-10-30 18:51:50,ai5,0.50623,Center Anemometer 7'6
2014-10-30 18:51:50,ai6,0.6954,E Anemometer 4'
2014-10-30 18:51:50,ai7,-0.01302,N Anemometer 4'
2014-10-30 18:51:50,ai8,0.2955,N Anemometer 7'6
2014-10-30 18:51:50,ai9,-0.00435,S Setra
2014-10-30 18:51:50,ai10,0.03274,E Outer Setra
2014-10-30 18:51:50,ai11,0.00384,NW P26
