datetime,position,value
2015-06-17 14:06:32,ai2,87.96621,Temperature_Main
2015-06-17 14:06:32,ai8,0.38911,Flow_9
2015-06-17 14:06:32,ai9,0.49057,Flow_10
2015-06-17 14:06:32,ai10,0.36042,Flow_Main
2015-06-17 14:06:33,ai0,90.0576,Temperature_9
2015-06-17 14:06:33,ai1,90.48179,Temperature_10
2015-06-17 14:06:33,ai2,87.21647,Temperature_Main
2015-06-17 14:06:33,ai8,0.39219,Flow_9
2015-06-17 14:06:33,ai9,0.45368,Flow_10
2015-06-17 14:06:33,ai10,0.41371,Flow_Main
2015-06-17 14:06:34,ai0,89.96881,Temperature_9
2015-06-17 14:06:34,ai1,90.8172,Temperature_10
2015-06-17 14:06:34,ai2,87.58147,Temperature_Main
2015-06-17 14:06:34,ai8,0.36657,Flow_9
2015-06-17 14:06:34,ai9,0.41474,Flow_10
2015-06-17 14:06:34,ai10,0.41678,Flow_Main
2015-06-17 14:06:35,ai0,90.11679,Temperature_9
2015-06-17 14:06:35,ai1,90.46206,Temperature_10
2015-06-17 14:06:35,ai2,87.91688,Temperature_Main
2015-06-17 14:06:35,ai8,0.41371,Flow_9
2015-06-17 14:06:35,ai9,0.4752,Flow_10
2015-06-17 14:06:35,ai10,0.41576,Flow_Main
2015-06-17 14:06:36,ai0,89.92935,Temperature_9
2015-06-17 14:06:36,ai1,90.90599,Temperature_10
2015-06-17 14:06:36,ai2,87.2066,Temperature_Main
2015-06-17 14:06:36,ai8,0.37989,Flow_9
2015-06-17 14:06:36,ai9,0.44548,Flow_10
2015-06-17 14:06:36,ai10,0.40756,Flow_Main
2015-06-17 14:06:37,ai0,90.0576,Temperature_9
2015-06-17 14:06:37,ai1,90.48179,Temperature_10
2015-06-17 14:06:37,ai2,87.47296,Temperature_Main
2015-06-17 14:06:37,ai8,0.42396,Flow_9
2015-06-17 14:06:37,ai9,0.41678,Flow_10
2015-06-17 14:06:37,ai10,0.43523,Flow_Main
2015-06-17 14:06:38,ai0,90.16611,Temperature_9
2015-06-17 14:06:38,ai1,90.58044,Temperature_10
2015-06-17 14:06:38,ai2,86.53578,Temperature_Main
2015-06-17 14:06:38,ai8,0.35427,Flow_9
2015-06-17 14:06:38,ai9,0.48853,Flow_10
2015-06-17 14:06:38,ai10,0.41064,Flow_Main
2015-06-17 14:06:39,ai0,90.17598,Temperature_9
2015-06-17 14:06:39,ai1,90.6495,Temperature_10
2015-06-17 14:06:39,ai2,86.0228,Temperature_Main
2015-06-17 14:06:39,ai8,0.40449,Flow_9
2015-06-17 14:06:39,ai9,0.44651,Flow_10
2015-06-17 14:06:39,ai10,0.38706,Flow_Main
2015-06-17 14:06:40,ai0,89.64326,Temperature_9
2015-06-17 14:06:40,ai1,90.94545,Temperature_10
2015-06-17 14:06:40,ai2,86.09185,Temperature_Main
2015-06-17 14:06:40,ai8,0.40654,Flow_9
2015-06-17 14:06:40,ai9,0.51005,Flow_10
2015-06-17 14:06:40,ai10,0.34402,Flow_Main
2015-06-17 14:06:41,ai0,89.73205,Temperature_9
2015-06-17 14:06:41,ai1,90.54098,Temperature_10
2015-06-17 14:06:41,ai2,86.35821,Temperature_Main
2015-06-17 14:06:41,ai8,0.39834,Flow_9
2015-06-17 14:06:41,ai9,0.47213,Flow_10
2015-06-17 14:06:41,ai10,0.43113,Flow_Main
2015-06-17 14:06:42,ai0,89.8011,Temperature_9
2015-06-17 14:06:42,ai1,90.2253,Temperature_10
2015-06-17 14:06:42,ai2,86.42726,Temperature_Main
2015-06-17 14:06:42,ai8,0.41576,Flow_9
2015-06-17 14:06:42,ai9,0.43216,Flow_10
2015-06-17 14:06:42,ai10,0.41576,Flow_Main
2015-06-17 14:06:43,ai0,90.06746,Temperature_9
2015-06-17 14:06:43,ai1,90.94545,Temperature_10
2015-06-17 14:06:43,ai2,86.29902,Temperature_Main
2015-06-17 14:06:43,ai8,0.38296,Flow_9
2015-06-17 14:06:43,ai9,0.50697,Flow_10
2015-06-17 14:06:43,ai10,0.37477,Flow_Main
2015-06-17 14:06:44,ai0,90.09706,Temperature_9
2015-06-17 14:06:44,ai1,90.46206,Temperature_10
2015-06-17 14:06:44,ai2,86.4174,Temperature_Main
2015-06-17 14:06:44,ai8,0.42191,Flow_9
2015-06-17 14:06:44,ai9,0.48033,Flow_10
2015-06-17 14:06:44,ai10,0.41781,Flow_Main
2015-06-17 14:06:45,ai0,89.95895,Temperature_9
2015-06-17 14:06:45,ai1,90.31409,Temperature_10
2015-06-17 14:06:45,ai2,85.88469,Temperature_Main
2015-06-17 14:06:45,ai8,0.35119,Flow_9
2015-06-17 14:06:45,ai9,0.43421,Flow_10
2015-06-17 14:06:45,ai10,0.43831,Flow_Main
2015-06-17 14:06:46,ai0,89.73205,Temperature_9
2015-06-17 14:06:46,ai1,91.07369,Temperature_10
2015-06-17 14:06:46,ai2,86.27929,Temperature_Main
2015-06-17 14:06:46,ai8,0.39526,Flow_9
2015-06-17 14:06:46,ai9,0.41678,Flow_10
2015-06-17 14:06:46,ai10,0.41064,Flow_Main
2015-06-17 14:06:47,ai0,89.55448,Temperature_9
2015-06-17 14:06:47,ai1,90.49166,Temperature_10
2015-06-17 14:06:47,ai2,86.43713,Temperature_Main
2015-06-17 14:06:47,ai8,0.39014,Flow_9
2015-06-17 14:06:47,ai9,0.49262,Flow_10
2015-06-17 14:06:47,ai10,0.35837,Flow_Main
2015-06-17 14:06:48,ai0,89.68272,Temperature_9
2015-06-17 14:06:48,ai1,90.95531,Temperature_10
2015-06-17 14:06:48,ai2,86.74294,Temperature_Main
2015-06-17 14:06:48,ai8,0.38809,Flow_9
2015-06-17 14:06:48,ai9,0.4752,Flow_10
2015-06-17 14:06:48,ai10,0.45061,Flow_Main
2015-06-17 14:06:49,ai0,89.65313,Temperature_9
2015-06-17 14:06:49,ai1,90.33382,Temperature_10
2015-06-17 14:06:49,ai2,86.63443,Temperature_Main
2015-06-17 14:06:49,ai8,0.39526,Flow_9
2015-06-17 14:06:49,ai9,0.43933,Flow_10
2015-06-17 14:06:49,ai10,0.42601,Flow_Main
2015-06-17 14:06:50,ai0,89.70245,Temperature_9
2015-06-17 14:06:50,ai1,90.89612,Temperature_10
2015-06-17 14:06:50,ai2,87.17701,Temperature_Main
2015-06-17 14:06:50,ai8,0.38091,Flow_9
2015-06-17 14:06:50,ai9,0.50595,Flow_10
2015-06-17 14:06:50,ai10,0.39014,Flow_Main
2015-06-17 14:06:51,ai0,89.70245,Temperature_9
2015-06-17 14:06:51,ai1,90.53112,Temperature_10
2015-06-17 14:06:51,ai2,86.6147,Temperature_Main
2015-06-17 14:06:51,ai8,0.43113,Flow_9
2015-06-17 14:06:51,ai9,0.4834,Flow_10
2015-06-17 14:06:51,ai10,0.36759,Flow_Main
2015-06-17 14:06:52,ai0,89.72218,Temperature_9
2015-06-17 14:06:52,ai1,90.98491,Temperature_10
2015-06-17 14:06:52,ai2,86.92051,Temperature_Main
2015-06-17 14:06:52,ai8,0.37272,Flow_9
2015-06-17 14:06:52,ai9,0.43216,Flow_10
2015-06-17 14:06:52,ai10,0.44958,Flow_Main
2015-06-17 14:06:53,ai0,89.77151,Temperature_9
2015-06-17 14:06:53,ai1,90.66923,Temperature_10
2015-06-17 14:06:53,ai2,86.54564,Temperature_Main
2015-06-17 14:06:53,ai8,0.40961,Flow_9
2015-06-17 14:06:53,ai9,0.42498,Flow_10
2015-06-17 14:06:53,ai10,0.40654,Flow_Main
2015-06-17 14:06:54,ai0,89.48542,Temperature_9
2015-06-17 14:06:54,ai1,90.34368,Temperature_10
2015-06-17 14:06:54,ai2,87.37431,Temperature_Main
2015-06-17 14:06:54,ai8,0.35529,Flow_9
2015-06-17 14:06:54,ai9,0.48853,Flow_10
2015-06-17 14:06:54,ai10,0.37374,Flow_Main
2015-06-17 14:06:55,ai0,89.51502,Temperature_9
2015-06-17 14:06:55,ai1,91.00464,Temperature_10
2015-06-17 14:06:55,ai2,87.32498,Temperature_Main
2015-06-17 14:06:55,ai8,0.41166,Flow_9
2015-06-17 14:06:55,ai9,0.45265,Flow_10
2015-06-17 14:06:55,ai10,0.43216,Flow_Main
2015-06-17 14:06:56,ai0,89.49529,Temperature_9
2015-06-17 14:06:56,ai1,90.53112,Temperature_10
2015-06-17 14:06:56,ai2,87.61107,Temperature_Main
2015-06-17 14:06:56,ai8,0.40756,Flow_9
2015-06-17 14:06:56,ai9,0.46803,Flow_10
2015-06-17 14:06:56,ai10,0.42498,Flow_Main
2015-06-17 14:06:57,ai0,89.50515,Temperature_9
2015-06-17 14:06:57,ai1,90.26476,Temperature_10
2015-06-17 14:06:57,ai2,87.55188,Temperature_Main
2015-06-17 14:06:57,ai8,0.39116,Flow_9
2015-06-17 14:06:57,ai9,0.50185,Flow_10
2015-06-17 14:06:57,ai10,0.38809,Flow_Main
2015-06-17 14:06:58,ai0,89.59394,Temperature_9
2015-06-17 14:06:58,ai1,90.93558,Temperature_10
2015-06-17 14:06:58,ai2,87.65053,Temperature_Main
2015-06-17 14:06:58,ai8,0.38809,Flow_9
2015-06-17 14:06:58,ai9,0.49775,Flow_10
2015-06-17 14:06:58,ai10,0.44241,Flow_Main
2015-06-17 14:06:59,ai0,89.73205,Temperature_9
2015-06-17 14:06:59,ai1,90.54098,Temperature_10
2015-06-17 14:06:59,ai2,87.91688,Temperature_Main
2015-06-17 14:06:59,ai8,0.39834,Flow_9
2015-06-17 14:06:59,ai9,0.44138,Flow_10
2015-06-17 14:06:59,ai10,0.42806,Flow_Main
2015-06-17 14:07:00,ai0,89.84057,Temperature_9
2015-06-17 14:07:00,ai1,90.74815,Temperature_10
2015-06-17 14:07:00,ai2,87.13755,Temperature_Main
2015-06-17 14:07:00,ai8,0.35324,Flow_9
2015-06-17 14:07:00,ai9,0.51312,Flow_10
2015-06-17 14:07:00,ai10,0.40039,Flow_Main
2015-06-17 14:07:01,ai0,89.85043,Temperature_9
2015-06-17 14:07:01,ai1,90.51139,Temperature_10
2015-06-17 14:07:01,ai2,87.4039,Temperature_Main
2015-06-17 14:07:01,ai8,0.40654,Flow_9
2015-06-17 14:07:01,ai9,0.4793,Flow_10
2015-06-17 14:07:01,ai10,0.36964,Flow_Main
2015-06-17 14:07:02,ai0,89.85043,Temperature_9
2015-06-17 14:07:02,ai1,90.63963,Temperature_10
2015-06-17 14:07:02,ai2,87.61107,Temperature_Main
2015-06-17 14:07:02,ai8,0.34914,Flow_9
2015-06-17 14:07:02,ai9,0.43523,Flow_10
2015-06-17 14:07:02,ai10,0.43523,Flow_Main
2015-06-17 14:07:03,ai0,89.62353,Temperature_9
2015-06-17 14:07:03,ai1,90.74815,Temperature_10
2015-06-17 14:07:03,ai2,87.53215,Temperature_Main
2015-06-17 14:07:03,ai8,0.42088,Flow_9
2015-06-17 14:07:03,ai9,0.52337,Flow_10
2015-06-17 14:07:03,ai10,0.42806,Flow_Main
2015-06-17 14:07:04,ai0,89.44596,Temperature_9
2015-06-17 14:07:04,ai1,90.63963,Temperature_10
2015-06-17 14:07:04,ai2,88.04513,Temperature_Main
2015-06-17 14:07:04,ai8,0.36862,Flow_9
2015-06-17 14:07:04,ai9,0.45265,Flow_10
2015-06-17 14:07:04,ai10,0.40756,Flow_Main
2015-06-17 14:07:05,ai0,89.66299,Temperature_9
2015-06-17 14:07:05,ai1,90.40287,Temperature_10
2015-06-17 14:07:05,ai2,87.29539,Temperature_Main
2015-06-17 14:07:05,ai8,0.39526,Flow_9
2015-06-17 14:07:05,ai9,0.44548,Flow_10
2015-06-17 14:07:05,ai10,0.38296,Flow_Main
2015-06-17 14:07:06,ai0,89.78137,Temperature_9
2015-06-17 14:07:06,ai1,90.55085,Temperature_10
2015-06-17 14:07:06,ai2,87.61107,Temperature_Main
2015-06-17 14:07:06,ai8,0.38194,Flow_9
2015-06-17 14:07:06,ai9,0.47418,Flow_10
2015-06-17 14:07:06,ai10,0.35632,Flow_Main
2015-06-17 14:07:07,ai0,89.68272,Temperature_9
2015-06-17 14:07:07,ai1,90.23517,Temperature_10
2015-06-17 14:07:07,ai2,87.48282,Temperature_Main
2015-06-17 14:07:07,ai8,0.42293,Flow_9
2015-06-17 14:07:07,ai9,0.43318,Flow_10
2015-06-17 14:07:07,ai10,0.43318,Flow_Main
2015-06-17 14:07:08,ai0,89.77151,Temperature_9
2015-06-17 14:07:08,ai1,90.73828,Temperature_10
2015-06-17 14:07:08,ai2,87.70972,Temperature_Main
2015-06-17 14:07:08,ai8,0.37682,Flow_9
2015-06-17 14:07:08,ai9,0.508,Flow_10
2015-06-17 14:07:08,ai10,0.44138,Flow_Main
2015-06-17 14:07:09,ai0,89.77151,Temperature_9
2015-06-17 14:07:09,ai1,90.37328,Temperature_10
2015-06-17 14:07:09,ai2,87.81823,Temperature_Main
2015-06-17 14:07:09,ai8,0.41986,Flow_9
2015-06-17 14:07:09,ai9,0.5162,Flow_10
2015-06-17 14:07:09,ai10,0.40859,Flow_Main
2015-06-17 14:07:10,ai0,89.67286,Temperature_9
2015-06-17 14:07:10,ai1,91.13289,Temperature_10
2015-06-17 14:07:10,ai2,87.96621,Temperature_Main
2015-06-17 14:07:10,ai8,0.35119,Flow_9
2015-06-17 14:07:10,ai9,0.42806,Flow_10
2015-06-17 14:07:10,ai10,0.38296,Flow_Main
2015-06-17 14:07:11,ai0,89.75178,Temperature_9
2015-06-17 14:07:11,ai1,90.53112,Temperature_10
2015-06-17 14:07:11,ai2,87.98594,Temperature_Main
2015-06-17 14:07:11,ai8,0.40449,Flow_9
2015-06-17 14:07:11,ai9,0.46393,Flow_10
2015-06-17 14:07:11,ai10,0.35324,Flow_Main
2015-06-17 14:07:12,ai0,89.84057,Temperature_9
2015-06-17 14:07:12,ai1,90.31409,Temperature_10
2015-06-17 14:07:12,ai2,87.41377,Temperature_Main
2015-06-17 14:07:12,ai8,0.35734,Flow_9
2015-06-17 14:07:12,ai9,0.48545,Flow_10
2015-06-17 14:07:12,ai10,0.44753,Flow_Main
2015-06-17 14:07:13,ai0,89.81097,Temperature_9
2015-06-17 14:07:13,ai1,90.67909,Temperature_10
2015-06-17 14:07:13,ai2,87.62093,Temperature_Main
2015-06-17 14:07:13,ai8,0.41166,Flow_9
2015-06-17 14:07:13,ai9,0.43523,Flow_10
2015-06-17 14:07:13,ai10,0.42396,Flow_Main
2015-06-17 14:07:14,ai0,89.88003,Temperature_9
2015-06-17 14:07:14,ai1,90.29436,Temperature_10
2015-06-17 14:07:14,ai2,88.11418,Temperature_Main
2015-06-17 14:07:14,ai8,0.36042,Flow_9
2015-06-17 14:07:14,ai9,0.42601,Flow_10
2015-06-17 14:07:14,ai10,0.39731,Flow_Main
2015-06-17 14:07:15,ai0,89.88989,Temperature_9
2015-06-17 14:07:15,ai1,90.89612,Temperature_10
2015-06-17 14:07:15,ai2,88.17337,Temperature_Main
2015-06-17 14:07:15,ai8,0.41678,Flow_9
2015-06-17 14:07:15,ai9,0.50492,Flow_10
2015-06-17 14:07:15,ai10,0.37989,Flow_Main
2015-06-17 14:07:16,ai0,89.98854,Temperature_9
2015-06-17 14:07:16,ai1,90.23517,Temperature_10
2015-06-17 14:07:16,ai2,87.53215,Temperature_Main
2015-06-17 14:07:16,ai8,0.36657,Flow_9
2015-06-17 14:07:16,ai9,0.43933,Flow_10
2015-06-17 14:07:16,ai10,0.39321,Flow_Main
2015-06-17 14:07:17,ai0,89.99841,Temperature_9
2015-06-17 14:07:17,ai1,90.61004,Temperature_10
2015-06-17 14:07:17,ai2,87.65053,Temperature_Main
2015-06-17 14:07:17,ai8,0.40346,Flow_9
2015-06-17 14:07:17,ai9,0.44343,Flow_10
2015-06-17 14:07:17,ai10,0.44343,Flow_Main
2015-06-17 14:07:18,ai0,89.98854,Temperature_9
2015-06-17 14:07:18,ai1,90.28449,Temperature_10
2015-06-17 14:07:18,ai2,88.0254,Temperature_Main
2015-06-17 14:07:18,ai8,0.34607,Flow_9
2015-06-17 14:07:18,ai9,0.4834,Flow_10
2015-06-17 14:07:18,ai10,0.40654,Flow_Main
2015-06-17 14:07:19,ai0,90.07733,Temperature_9
2015-06-17 14:07:19,ai1,90.78761,Temperature_10
2015-06-17 14:07:19,ai2,87.52228,Temperature_Main
2015-06-17 14:07:19,ai8,0.40039,Flow_9
2015-06-17 14:07:19,ai9,0.46598,Flow_10
2015-06-17 14:07:19,ai10,0.39629,Flow_Main
2015-06-17 14:07:20,ai0,90.04773,Temperature_9
2015-06-17 14:07:20,ai1,90.47193,Temperature_10
2015-06-17 14:07:20,ai2,87.47296,Temperature_Main
2015-06-17 14:07:20,ai8,0.43626,Flow_9
2015-06-17 14:07:20,ai9,0.47008,Flow_10
2015-06-17 14:07:20,ai10,0.39116,Flow_Main
2015-06-17 14:07:21,ai0,89.84057,Temperature_9
2015-06-17 14:07:21,ai1,90.30422,Temperature_10
2015-06-17 14:07:21,ai2,87.57161,Temperature_Main
2015-06-17 14:07:21,ai8,0.37579,Flow_9
2015-06-17 14:07:21,ai9,0.4998,Flow_10
2015-06-17 14:07:21,ai10,0.45778,Flow_Main
2015-06-17 14:07:22,ai0,89.89976,Temperature_9
2015-06-17 14:07:22,ai1,90.85666,Temperature_10
2015-06-17 14:07:22,ai2,87.6308,Temperature_Main
2015-06-17 14:07:22,ai8,0.42703,Flow_9
2015-06-17 14:07:22,ai9,0.46495,Flow_10
2015-06-17 14:07:22,ai10,0.42806,Flow_Main
2015-06-17 14:07:23,ai0,89.89976,Temperature_9
2015-06-17 14:07:23,ai1,90.35355,Temperature_10
2015-06-17 14:07:23,ai2,87.59134,Temperature_Main
2015-06-17 14:07:23,ai8,0.37579,Flow_9
2015-06-17 14:07:23,ai9,0.41986,Flow_10
2015-06-17 14:07:23,ai10,0.39219,Flow_Main
2015-06-17 14:07:24,ai0,89.89976,Temperature_9
2015-06-17 14:07:24,ai1,90.92572,Temperature_10
2015-06-17 14:07:24,ai2,87.6012,Temperature_Main
2015-06-17 14:07:24,ai8,0.41166,Flow_9
2015-06-17 14:07:24,ai9,0.49775,Flow_10
2015-06-17 14:07:24,ai10,0.37169,Flow_Main
2015-06-17 14:07:25,ai0,89.91949,Temperature_9
2015-06-17 14:07:25,ai1,90.74815,Temperature_10
2015-06-17 14:07:25,ai2,87.68012,Temperature_Main
2015-06-17 14:07:25,ai8,0.36862,Flow_9
2015-06-17 14:07:25,ai9,0.45573,Flow_10
2015-06-17 14:07:25,ai10,0.41781,Flow_Main
2015-06-17 14:07:26,ai0,90.0576,Temperature_9
2015-06-17 14:07:26,ai1,90.60017,Temperature_10
2015-06-17 14:07:26,ai2,87.80837,Temperature_Main
2015-06-17 14:07:26,ai8,0.42088,Flow_9
2015-06-17 14:07:26,ai9,0.42293,Flow_10
2015-06-17 14:07:26,ai10,0.44753,Flow_Main
2015-06-17 14:07:27,ai0,90.03787,Temperature_9
2015-06-17 14:07:27,ai1,90.92572,Temperature_10
2015-06-17 14:07:27,ai2,87.72945,Temperature_Main
2015-06-17 14:07:27,ai8,0.36349,Flow_9
2015-06-17 14:07:27,ai9,0.4998,Flow_10
2015-06-17 14:07:27,ai10,0.42293,Flow_Main
2015-06-17 14:07:28,ai0,90.08719,Temperature_9
2015-06-17 14:07:28,ai1,90.40287,Temperature_10
2015-06-17 14:07:28,ai2,87.81823,Temperature_Main
2015-06-17 14:07:28,ai8,0.41474,Flow_9
2015-06-17 14:07:28,ai9,0.47315,Flow_10
2015-06-17 14:07:28,ai10,0.39834,Flow_Main
2015-06-17 14:07:29,ai0,90.04773,Temperature_9
2015-06-17 14:07:29,ai1,90.8468,Temperature_10
2015-06-17 14:07:29,ai2,87.84783,Temperature_Main
2015-06-17 14:07:29,ai8,0.35734,Flow_9
2015-06-17 14:07:29,ai9,0.42191,Flow_10
2015-06-17 14:07:29,ai10,0.38194,Flow_Main
2015-06-17 14:07:30,ai0,90.0576,Temperature_9
2015-06-17 14:07:30,ai1,90.77774,Temperature_10
2015-06-17 14:07:30,ai2,88.0254,Temperature_Main
2015-06-17 14:07:30,ai8,0.40141,Flow_9
2015-06-17 14:07:30,ai9,0.54899,Flow_10
2015-06-17 14:07:30,ai10,0.39321,Flow_Main
2015-06-17 14:07:31,ai0,89.94908,Temperature_9
2015-06-17 14:07:31,ai1,90.69882,Temperature_10
2015-06-17 14:07:31,ai2,88.13391,Temperature_Main
2015-06-17 14:07:31,ai8,0.35222,Flow_9
2015-06-17 14:07:31,ai9,0.50082,Flow_10
2015-06-17 14:07:31,ai10,0.43011,Flow_Main
2015-06-17 14:07:32,ai0,89.96881,Temperature_9
2015-06-17 14:07:32,ai1,90.72842,Temperature_10
2015-06-17 14:07:32,ai2,88.27202,Temperature_Main
2015-06-17 14:07:32,ai8,0.38809,Flow_9
2015-06-17 14:07:32,ai9,0.47008,Flow_10
2015-06-17 14:07:32,ai10,0.44753,Flow_Main
2015-06-17 14:07:33,ai0,89.94908,Temperature_9
2015-06-17 14:07:33,ai1,90.70869,Temperature_10
2015-06-17 14:07:33,ai2,87.98594,Temperature_Main
2015-06-17 14:07:33,ai8,0.41166,Flow_9
2015-06-17 14:07:33,ai9,0.43933,Flow_10
2015-06-17 14:07:33,ai10,0.43011,Flow_Main
2015-06-17 14:07:34,ai0,89.75178,Temperature_9
2015-06-17 14:07:34,ai1,90.75801,Temperature_10
2015-06-17 14:07:34,ai2,87.58147,Temperature_Main
2015-06-17 14:07:34,ai8,0.37682,Flow_9
2015-06-17 14:07:34,ai9,0.41678,Flow_10
2015-06-17 14:07:34,ai10,0.39731,Flow_Main
2015-06-17 14:07:35,ai0,89.73205,Temperature_9
2015-06-17 14:07:35,ai1,90.38314,Temperature_10
2015-06-17 14:07:35,ai2,87.8281,Temperature_Main
2015-06-17 14:07:35,ai8,0.42191,Flow_9
2015-06-17 14:07:35,ai9,0.47315,Flow_10
2015-06-17 14:07:35,ai10,0.39629,Flow_Main
2015-06-17 14:07:36,ai0,89.88003,Temperature_9
2015-06-17 14:07:36,ai1,90.99477,Temperature_10
2015-06-17 14:07:36,ai2,87.81823,Temperature_Main
2015-06-17 14:07:36,ai8,0.36042,Flow_9
2015-06-17 14:07:36,ai9,0.4711,Flow_10
2015-06-17 14:07:36,ai10,0.37682,Flow_Main
2015-06-17 14:07:37,ai0,89.88003,Temperature_9
2015-06-17 14:07:37,ai1,90.47193,Temperature_10
2015-06-17 14:07:37,ai2,87.75904,Temperature_Main
2015-06-17 14:07:37,ai8,0.40244,Flow_9
2015-06-17 14:07:37,ai9,0.43831,Flow_10
2015-06-17 14:07:37,ai10,0.39629,Flow_Main
2015-06-17 14:07:38,ai0,89.88003,Temperature_9
2015-06-17 14:07:38,ai1,90.91585,Temperature_10
2015-06-17 14:07:38,ai2,87.72945,Temperature_Main
2015-06-17 14:07:38,ai8,0.34197,Flow_9
2015-06-17 14:07:38,ai9,0.41883,Flow_10
2015-06-17 14:07:38,ai10,0.40039,Flow_Main
2015-06-17 14:07:39,ai0,89.82083,Temperature_9
2015-06-17 14:07:39,ai1,90.92572,Temperature_10
2015-06-17 14:07:39,ai2,87.70972,Temperature_Main
2015-06-17 14:07:39,ai8,0.39424,Flow_9
2015-06-17 14:07:39,ai9,0.49672,Flow_10
2015-06-17 14:07:39,ai10,0.43011,Flow_Main
2015-06-17 14:07:40,ai0,89.77151,Temperature_9
2015-06-17 14:07:40,ai1,90.62977,Temperature_10
2015-06-17 14:07:40,ai2,87.58147,Temperature_Main
2015-06-17 14:07:40,ai8,0.40346,Flow_9
2015-06-17 14:07:40,ai9,0.45983,Flow_10
2015-06-17 14:07:40,ai10,0.40859,Flow_Main
2015-06-17 14:07:41,ai0,89.67286,Temperature_9
2015-06-17 14:07:41,ai1,90.46206,Temperature_10
2015-06-17 14:07:41,ai2,87.69985,Temperature_Main
2015-06-17 14:07:41,ai8,0.38501,Flow_9
2015-06-17 14:07:41,ai9,0.467,Flow_10
2015-06-17 14:07:41,ai10,0.37784,Flow_Main
2015-06-17 14:07:42,ai0,89.69259,Temperature_9
2015-06-17 14:07:42,ai1,90.28449,Temperature_10
2015-06-17 14:07:42,ai2,87.71958,Temperature_Main
2015-06-17 14:07:42,ai8,0.41064,Flow_9
2015-06-17 14:07:42,ai9,0.42703,Flow_10
2015-06-17 14:07:42,ai10,0.40449,Flow_Main
2015-06-17 14:07:43,ai0,89.73205,Temperature_9
2015-06-17 14:07:43,ai1,90.76788,Temperature_10
2015-06-17 14:07:43,ai2,87.67026,Temperature_Main
2015-06-17 14:07:43,ai8,0.35427,Flow_9
2015-06-17 14:07:43,ai9,0.42191,Flow_10
