timestamp,Dev2_ai0,Dev2_ai1
2015-02-26 13:13:13,1.3425051030629529,0.36258255221444025
2015-02-26 13:13:14,1.3405320977368131,0.35995189453390225
2015-02-26 13:13:15,1.3402032635191863,0.35797890128936838
2015-02-26 13:13:16,1.3431627715127674,0.35584149195641823
2015-02-26 13:13:17,1.3502327075940679,0.35337525043809498
2015-02-26 13:13:18,1.3474376165313708,0.35205992163692401
2015-02-26 13:13:19,1.3462866967024911,0.35140225723857699
2015-02-26 13:13:20,1.3459578624678594,0.35205992163692401
2015-02-26 13:13:21,1.3441492741947774,0.36850153208456277
2015-02-26 13:13:22,1.3425051030629529,0.36570645824161696
2015-02-26 13:13:23,1.3476020336507564,0.36028072674264539
2015-02-26 13:13:24,1.3505615418413714,0.35847214959922941
2015-02-26 13:13:25,1.3492462048580118,0.35633474026261297
2015-02-26 13:13:26,1.3471087822933308,0.35337525043809498
2015-02-26 13:13:27,1.3453001940015155,0.35238875383665685
2015-02-26 13:13:28,1.3441492741947774,0.35123784113922313
2015-02-26 13:13:29,1.3415186003955148,0.36225372000304751
2015-02-26 13:13:30,1.3405320977368131,0.36570645824161696
2015-02-26 13:13:31,1.3390523437651287,0.35830773349584821
2015-02-26 13:13:32,1.3469443651746758,0.35617032416045419
2015-02-26 13:13:33,1.3457934453509084,0.35452616314402452
2015-02-26 13:13:34,1.347930867890258,0.35370408263932163
2015-02-26 13:13:35,1.3443136913092961,0.35551265975275742
2015-02-26 13:13:36,1.3433271886258282,0.36521320991925366
2015-02-26 13:13:37,1.3408609319554099,0.36208930389749333
2015-02-26 13:13:38,1.3408609319554099,0.3607739750564688
2015-02-26 13:13:39,1.3388879266583755,0.35847214959922941
2015-02-26 13:13:40,1.3392167608721242,0.35929423011754891
2015-02-26 13:13:41,1.3367505042926227,0.35271758603676284
2015-02-26 13:13:42,1.3515480445891397,0.35288200213695581
2015-02-26 13:13:43,1.3444781084240582,0.36192488779203386
2015-02-26 13:13:44,1.3494106219800781,0.36340463274458196
2015-02-26 13:13:45,1.3499038733477402,0.36373346495730308
2015-02-26 13:13:46,1.3471087822933308,0.3607739750564688
2015-02-26 13:13:47,1.3469443651746758,0.52190180701043554
2015-02-26 13:13:48,1.3477664507703853,0.35386849874007514
2015-02-26 13:13:49,1.3459578624678594,0.35370408263932163
2015-02-26 13:13:50,1.3441492741947774,0.35189550553719745
2015-02-26 13:13:51,1.3411897661749772,0.36373346495730308
2015-02-26 13:13:52,1.3402032635191863,0.36702178710544742
2015-02-26 13:13:53,1.3388879266583755,0.36176047168666919
2015-02-26 13:13:54,1.3382302582337855,0.36028072674264539
2015-02-26 13:13:55,1.3405320977368131,0.35633474026261297
2015-02-26 13:13:56,1.3402032635191863,0.35485499534656079
2015-02-26 13:13:57,1.3398744293025293,0.51647607216696179
2015-02-26 13:13:58,1.339545595086842,0.35649915636486562
2015-02-26 13:13:59,1.3382302582337855,0.35649915636486562
2015-02-26 13:14:00,1.3482597021307341,0.35715682077481559
2015-02-26 13:14:01,1.3446425255390633,0.35436174704289686
2015-02-26 13:14:02,1.3503971247175977,0.35074459284172022
2015-02-26 13:14:03,1.3490817877361896,0.35123784113922313
2015-02-26 13:14:04,1.3453001940015155,0.36340463274458196
2015-02-26 13:14:05,1.3413541832851248,0.36521320991925366
2015-02-26 13:14:06,1.339545595086842,0.36208930389749333
2015-02-26 13:14:07,1.347930867890258,0.3586365657027048
2015-02-26 13:14:08,1.3477664507703853,0.35584149195641823
2015-02-26 13:14:09,1.3453001940015155,0.35238875383665685
2015-02-26 13:14:10,1.3443136913092961,0.35107342503996242
