timestamp,Dev1_ai0,Dev1_ai1,Dev1_ai2,Dev1_ai3,Dev1_ai4,Dev1_ai5,Dev1_ai6,Dev1_ai7,Dev1_ai8,Dev1_ai9,Dev1_ai10,Dev1_ai11,Dev1_ai12,Dev1_ai13
2014-10-30 18:51:19,0.35530923800766595,0.27078682474751886,0.61512507583579967,0.36977999896129043,0.1744246652464346,0.36287349950088854,0.55329550178619291,0.2757200402048548,0.19251312782075256,0.98906225557229466,0.055040780573774782,10.755824393212281,0.25302724838961299,0.004539113186764694
2014-10-30 18:51:20,0.33656302392610915,0.27243122990946605,0.70819829895644926,0.36846447526656279,0.17409578409734203,0.36090021391209048,0.54375796017812195,0.26420920400443948,0.18560662407341746,1.1640266186198527,0.24776515147562522,10.755824393212281,0.2050106103410676,0.0048710785829116192
2014-10-30 18:51:21,0.33130092853463317,0.27210234887783746,0.69833188055526141,0.37076664172863333,0.14186542949185665,0.22309907086364036,0.61348067240288673,0.025441461489587907,0.32669659499076253,1.0476029683900077,0.050765323595490928,10.755824393212281,0.11555493296945646,0.005235905327738496
2014-10-30 18:51:22,0.17968676357648775,0.28953304303238114,0.78318307143812105,0.21685033009145296,0.10437297112709847,0.2053394914522135,0.60492977443722296,0.016232783700499714,0.17870012014754169,0.89533132708533125,0.47502187676891766,10.755824393212281,0.24184529232887889,0.00439157303994592
2014-10-30 18:51:23,0.18166005042340597,0.28788863796872394,0.75424158181529266,0.17837123900374618,0.11029283334031875,0.19974851250835832,0.60295649026391085,0.018534953180979155,0.17343802179793244,0.71050046321673177,0.4437781978823262,10.755824393212281,0.15567843909407145,0.0052298695899066642
2014-10-30 18:51:24,0.2441474597897787,0.27045794371398774,0.73056217981460703,0.16883368565629331,0.072142607742176609,0.24184529232887889,0.5496778136199082,0.021494885337610455,0.35498035706890552,0.68419001377239641,0.51974966465118588,10.755824393212281,0.20106403697614098,0.005372715397522136
2014-10-30 18:51:25,0.89960677328967475,0.28492870883045474,0.7272733738793451,0.12673689432083679,0.1089773084160007,0.2349387898317136,0.64801314302360469,0.15041634028433981,0.19711746355354659,0.50988324135487473,0.34708721443139484,10.755824393212281,0.20336620477934605,0.0047376217753735059
2014-10-30 18:51:26,0.91276199216635145,0.28986192404398609,0.63321351313339114,0.12476360705904904,0.11522605174582472,0.23592543305612751,0.66149724977413515,0.15206074617377094,0.19415753344865944,0.71839359772838252,0.4931103211035282,10.755824393212281,0.090888840011918159,0.005278826131395885
2014-10-30 18:51:27,0.72858889625645951,0.29117744808665386,0.58289476724629796,0.10996395210987879,0.11654157663780371,0.29841283021426152,0.63420015514348627,0.031032444260600804,0.26881353854061824,0.71181598564554505,0.052080848827544476,10.755824393212281,0.16554487407741267,0.0054277076873118363
2014-10-30 18:51:28,0.51909190310680886,0.27867996943827206,0.77298777416857711,0.14087878592075817,0.060302881367628847,0.35629588082180724,0.60229872887051583,0.015903902344334694,0.38753956829034303,0.84863029703036086,-0.0035000984743725353,10.755824393212281,0.16094053779798756,0.0052291989523725489
