timestamp,T9_Dev2_ai0,T10_Dev2_ai1,TMAIN_Dev2_ai2,F9_Dev2_ai8,F10_Dev2_ai9,FMAIN_Dev2_ai10
2015-06-17 14:06:23,89.939215386574034,91.004639587565237,88.577840284623875,0.41678487212408583,0.45163012529769031,0.43933180057030985
2015-06-17 14:06:24,89.860295082690342,90.708688402163801,87.689987116327544,0.34606950746911136,0.41678487212408583,0.41576001174693017
2015-06-17 14:06:25,89.860295082690342,90.610038010192198,88.538380141156281,0.39833738542495406,0.50389800634385251,0.37374073678709535
2015-06-17 14:06:26,89.741914628745334,90.235166535084488,88.05499340374152,0.34299492645977253,0.51107202935392404,0.4495804045038776
2015-06-17 14:06:27,89.880025158567193,90.758013598742053,88.715950788711439,0.38091475927183249,0.43010805708058786,0.42293403439935334
2015-06-17 14:06:28,90.166111265833962,90.333816921065235,88.202968931667982,0.42703347592795604,0.48135107707484903,0.37374073678709535
2015-06-17 14:06:29,90.077325920786421,90.896124151264274,88.735680860971854,0.36349213328680502,0.47110247295725416,0.40653626837892143
2015-06-17 14:06:30,90.126651112322364,90.610038010192198,88.410134676595945,0.41268543061898405,0.4588041480947011,0.44138152135229475
2015-06-17 14:06:31,89.968810500789175,90.787608716878694,87.985938158561964,0.35836783155838242,0.40756112875080053,0.41166057024417507
2015-06-17 14:06:32,89.988540577011051,90.728418480747678,87.966208088649196,0.38911364214643357,0.49057482083170723,0.36041755224801569
2015-06-17 14:06:33,90.057595844281991,90.481792502988938,87.216465477462009,0.39218822323402225,0.45367984609387235,0.41371029099437945
2015-06-17 14:06:34,89.968810500789175,90.817203835157642,87.581471737637401,0.36656671433080551,0.41473515137036143,0.41678487212408583
2015-06-17 14:06:35,90.116786073983761,90.462062425194247,87.916882914136522,0.41371029099437945,0.47520191459714028,0.41576001174693017
2015-06-17 14:06:36,89.929350348533688,90.905989190848828,87.206600443693759,0.37988989891512631,0.44548096292335504,0.40756112875080053
2015-06-17 14:06:37,90.057595844281991,90.481792502988938,87.472956360802044,0.42395889478062165,0.41678487212408583,0.43523235901342439
2015-06-17 14:06:38,90.166111265833962,90.580442892908621,86.535778183203135,0.35426839018605349,0.48852509999266641,0.4106357098699524
2015-06-17 14:06:39,90.175976304251151,90.649498166791318,86.022796501950751,0.4044865476369196,0.44650582331759819,0.38706392142428914
2015-06-17 14:06:40,89.643264252180003,90.945449349345338,86.091851725891345,0.40653626837892143,0.51004716892211122,0.34401978679564266
2015-06-17 14:06:41,89.732049591018381,90.540982736751445,86.358207596599485,0.39833738542495406,0.47212733336633239,0.43113291746597643
2015-06-17 14:06:42,89.801104855435895,90.225301496572953,86.427262824139603,0.41576001174693017,0.43215777785195419,0.41576001174693017
2015-06-17 14:06:43,90.067460882526348,90.945449349345338,86.299017402155741,0.38296447998698979,0.50697258763027875,0.37476559714031488
