timestamp,14_4002,15_4002,16_4002,17_4002,18_4002,wxT_S,wxT_D
11/11/2013 16:30,0,0,2,0,1,1.29&2.15&3.73&0.48,220.00&240.43&260.00&8.34
11/11/2013 16:31,0,0,2,0,0,1.29&2.18&3.73&0.46,220.00&239.84&257.00&9.16
11/11/2013 16:32,0,0,2,0,0,1.29&2.01&3.73&0.44,220.00&240.65&264.00&10.51
11/11/2013 16:33,0,0,2,0,0,1.29&1.89&2.44&0.32,222.00&242.67&264.00&9.66
11/11/2013 16:34,0,0,2,0,0,1.29&1.82&2.44&0.31,222.00&244.21&282.00&11.01
11/11/2013 16:35,0,0,2,0,0,1.29&1.80&2.44&0.28,222.00&245.10&282.00&11.45
11/11/2013 16:36,0,0,2,0,0,1.29&1.77&2.44&0.28,222.00&246.91&282.00&10.80
11/11/2013 16:37,0,0,2,0,0,1.29&1.80&2.87&0.28,225.00&246.28&282.00&9.57
11/11/2013 16:38,0,0,2,0,0,1.29&1.80&2.87&0.28,225.00&245.88&282.00&9.73
11/11/2013 16:39,3,0,2,0,3,1.29&1.90&2.87&0.37,227.00&245.05&282.00&9.86
11/11/2013 16:40,0,0,2,0,0,1.29&1.98&2.87&0.38,227.00&243.65&265.00&8.58
11/11/2013 16:41,0,0,2,0,0,1.29&2.08&2.87&0.35,227.00&243.81&265.00&8.46
11/11/2013 16:42,3,0,2,0,4,1.29&2.15&2.87&0.35,214.00&241.38&265.00&10.04
11/11/2013 16:43,1,0,2,0,2,1.57&2.23&2.72&0.27,214.00&240.12&265.00&9.71
11/11/2013 16:44,6,0,2,0,1,1.57&2.34&3.16&0.29,214.00&239.56&265.00&9.64
11/11/2013 16:45,1,0,2,0,1,1.57&2.30&3.16&0.29,214.00&239.94&265.00&9.60
11/11/2013 16:46,1,0,2,0,3,1.57&2.35&3.16&0.27,214.00&236.52&252.00&8.99
11/11/2013 16:47,1,0,2,0,0,1.57&2.33&3.16&0.31,214.00&234.84&253.00&9.08
11/11/2013 16:48,2,0,2,0,1,1.57&2.33&3.16&0.29,220.00&235.98&253.00&8.29
11/11/2013 16:49,4,0,2,0,2,1.57&2.27&2.87&0.28,220.00&235.01&253.00&7.92
11/11/2013 16:50,1,0,2,0,0,1.57&2.25&2.87&0.27,220.00&235.18&257.00&8.31
11/11/2013 16:51,1,0,2,0,0,1.57&2.22&2.87&0.29,220.00&237.50&257.00&8.81
11/11/2013 16:52,6,0,2,0,1,1.57&2.19&2.87&0.31,222.00&239.68&257.00&8.33
11/11/2013 16:53,0,0,2,0,0,1.72&2.19&2.87&0.29,222.00&240.35&257.00&8.12
11/11/2013 16:54,0,0,2,0,0,1.57&2.12&2.87&0.32,222.00&241.32&263.00&8.48
11/11/2013 16:55,0,0,2,0,0,1.57&2.07&2.87&0.30,222.00&241.41&263.00&9.15
11/11/2013 16:56,0,0,2,0,0,1.57&2.02&2.87&0.29,222.00&241.69&263.00&9.43
11/11/2013 16:57,0,0,2,0,0,1.57&1.99&2.87&0.28,216.00&239.22&263.00&10.49
11/11/2013 16:58,0,0,2,0,12,1.14&1.88&2.44&0.26,216.00&238.53&263.00&12.28
11/11/2013 16:59,0,0,2,0,1,1.14&1.89&2.44&0.30,211.00&236.25&263.00&13.07
11/11/2013 17:00,5,0,2,0,8,1.14&2.00&3.01&0.40,211.00&234.46&260.00&12.32
11/11/2013 17:01,0,0,2,0,0,1.14&2.10&3.01&0.46,211.00&235.79&260.00&12.54
11/11/2013 17:02,0,0,2,0,1,1.14&2.08&3.01&0.48,211.00&234.48&260.00&11.86
11/11/2013 17:03,0,0,2,0,0,1.14&2.09&3.01&0.45,211.00&235.21&253.00&10.70
11/11/2013 17:04,0,0,2,0,3,1.29&2.15&3.01&0.41,198.00&235.35&253.00&10.96
11/11/2013 17:05,1,0,2,0,1,1.29&2.14&2.87&0.37,198.00&234.38&253.00&11.71
11/11/2013 17:06,0,0,2,0,0,1.29&2.02&2.87&0.30,198.00&232.79&259.00&11.53
11/11/2013 17:07,0,0,2,0,0,1.29&1.93&2.44&0.30,198.00&232.81&259.00&11.99
11/11/2013 17:08,0,0,2,0,0,1.29&1.88&2.44&0.33,198.00&231.71&259.00&11.90
11/11/2013 17:09,0,0,2,0,0,1.29&1.92&2.44&0.33,198.00&232.86&259.00&12.12
11/11/2013 17:10,0,0,2,0,0,1.29&1.89&2.44&0.31,216.00&235.82&259.00&11.10
11/11/2013 17:11,0,0,2,0,0,1.29&1.87&2.44&0.29,217.00&236.38&259.00&9.83
11/11/2013 17:12,0,0,2,0,0,1.29&1.94&2.44&0.29,217.00&236.35&256.00&9.90
11/11/2013 17:13,0,0,2,0,0,1.29&1.99&2.44&0.24,217.00&237.05&259.00&10.35
11/11/2013 17:14,0,0,2,0,0,1.57&2.00&2.44&0.21,217.00&238.04&266.00&11.11
11/11/2013 17:15,0,0,2,0,0,1.57&1.96&2.44&0.24,217.00&238.34&266.00&10.55
11/11/2013 17:16,0,0,2,0,0,1.57&1.94&2.44&0.23,215.00&238.08&266.00&10.89
11/11/2013 17:17,0,0,2,0,0,1.57&1.87&2.44&0.25,209.00&237.66&266.00&12.19
11/11/2013 17:18,2,0,2,0,2,1.43&1.92&2.72&0.36,209.00&237.14&266.00&11.50
11/11/2013 17:19,0,0,2,0,0,1.43&2.00&2.72&0.39,208.00&230.27&251.00&11.76
11/11/2013 17:20,0,0,2,0,0,1.43&2.09&2.72&0.39,208.00&227.97&250.00&10.89
