timestamp,14_4002,15_4002,16_4002,17_4002,18_4002,wxT_S,wxT_D
09/03/14 12:36,11,0,2,0,3,1.72&3.51&9.77&1.38,231.00&267.53&291.00&11.75
09/03/14 12:37,10,0,2,0,6,1.72&3.44&9.77&1.37,227.00&265.58&291.00&13.69
09/03/14 12:38,5,0,2,0,3,1.72&3.53&9.77&1.40,227.00&264.99&291.00&13.72
09/03/14 12:39,6,0,2,0,8,2.01&3.74&9.77&1.38,227.00&265.11&291.00&13.85
09/03/14 12:40,13,0,2,0,5,2.01&3.44&6.89&1.05,227.00&262.18&289.00&13.91
09/03/14 12:41,13,0,2,0,7,2.01&3.45&6.89&1.08,227.00&264.77&289.00&13.89
09/03/14 12:42,15,0,2,0,7,2.15&3.54&6.89&1.04,229.00&266.23&288.00&12.15
09/03/14 12:43,5,0,2,0,10,2.44&3.54&6.89&1.01,229.00&263.54&288.00&14.24
09/03/14 12:44,10,0,2,0,14,2.29&3.33&5.60&0.68,229.00&264.11&288.00&14.03
09/03/14 12:45,16,0,2,0,15,2.29&3.37&8.19&0.86,232.00&263.06&288.00&12.88
09/03/14 12:46,14,0,2,0,5,2.29&3.45&8.19&0.87,232.00&262.84&288.00&11.83
09/03/14 12:47,16,0,2,0,7,2.15&3.41&8.19&0.90,232.00&260.53&292.00&12.42
09/03/14 12:48,16,0,2,0,12,2.15&3.66&8.19&1.07,232.00&261.58&292.00&10.87
09/03/14 12:49,13,0,2,0,10,2.15&3.77&8.19&1.13,236.00&261.54&292.00&9.17
09/03/14 12:50,20,0,2,0,11,2.15&4.17&9.05&1.45,236.00&261.81&292.00&9.45
09/03/14 12:51,5,0,2,0,12,2.15&4.17&9.05&1.47,236.00&261.05&292.00&10.18
09/03/14 12:52,16,0,2,0,15,2.15&4.44&9.05&1.60,236.00&262.51&292.00&9.17
09/03/14 12:53,12,0,2,0,9,2.44&4.42&9.05&1.50,236.00&259.53&277.00&9.93
09/03/14 12:54,11,0,2,0,9,2.44&4.48&9.05&1.60,236.00&259.60&277.00&9.84
09/03/14 12:55,16,0,2,0,7,2.44&5.15&11.78&2.24,236.00&261.36&277.00&10.30
09/03/14 12:56,13,0,2,0,20,2.44&5.32&11.78&2.29,235.00&260.69&277.00&10.35
09/03/14 12:57,22,0,2,0,20,2.44&6.11&13.08&2.71,235.00&260.20&285.00&11.38
09/03/14 12:58,29,0,2,0,13,2.44&6.66&15.24&3.04,235.00&261.24&285.00&11.34
09/03/14 12:59,10,0,2,0,4,2.58&7.04&15.24&2.95,235.00&262.78&285.00&11.39
09/03/14 13:00,9,0,2,0,19,2.58&7.20&15.24&3.12,235.00&262.00&285.00&11.28
09/03/14 13:01,16,0,2,0,15,2.58&6.88&15.24&3.11,235.00&260.61&285.00&11.66
09/03/14 13:02,20,0,2,0,7,2.87&6.70&15.24&3.11,241.00&262.03&285.00&10.14
09/03/14 13:03,14,0,2,0,16,2.87&6.14&15.24&2.78,247.00&262.59&282.00&9.27
09/03/14 13:04,22,0,2,0,12,2.87&5.67&12.50&2.24,236.00&260.74&282.00&9.14
09/03/14 13:05,8,0,2,0,13,2.44&5.51&12.07&1.96,236.00&261.56&282.00&8.71
09/03/14 13:06,12,0,2,0,15,2.44&4.95&8.48&1.48,236.00&262.72&282.00&8.01
09/03/14 13:07,22,0,2,0,13,2.44&4.72&8.48&1.31,236.00&264.26&282.00&7.74
09/03/14 13:08,6,0,2,0,6,2.44&4.36&6.61&1.07,234.00&264.98&282.00&9.03
09/03/14 13:09,18,0,2,0,5,2.44&4.25&6.61&1.02,234.00&265.81&289.00&8.84
09/03/14 13:10,26,0,2,0,23,2.44&4.00&6.61&0.83,234.00&266.15&289.00&9.05
09/03/14 13:11,11,0,2,0,12,2.29&3.93&6.61&0.85,234.00&264.86&289.00&10.90
09/03/14 13:12,14,0,2,0,15,2.29&3.89&6.61&0.83,234.00&263.23&289.00&10.92
09/03/14 13:13,29,0,2,0,18,2.29&3.88&5.74&0.76,238.00&264.00&289.00&10.73
09/03/14 13:14,13,0,2,0,12,2.29&3.85&5.60&0.70,238.00&261.66&284.00&11.21
09/03/14 13:15,22,0,2,0,14,2.29&3.80&5.89&0.77,238.00&260.58&288.00&12.25
09/03/14 13:16,19,0,2,0,27,2.29&3.84&5.89&0.80,228.00&260.37&288.00&12.43
09/03/14 13:17,9,0,2,0,10,2.29&3.93&5.89&0.76,227.00&260.36&288.00&13.33
09/03/14 13:18,11,0,2,0,13,2.29&3.86&5.89&0.76,227.00&259.65&288.00&13.37
09/03/14 13:19,17,0,2,0,17,2.29&3.71&5.89&0.74,227.00&257.66&288.00&13.87
09/03/14 13:20,14,0,2,0,8,2.44&3.86&5.89&0.69,221.00&255.52&285.00&14.91
09/03/14 13:21,8,0,2,0,9,2.44&3.70&5.46&0.67,221.00&253.13&285.00&14.38
09/03/14 13:22,26,0,2,0,21,2.44&3.70&5.46&0.66,221.00&254.30&282.00&13.86
09/03/14 13:23,20,0,2,0,15,2.44&3.86&5.89&0.75,221.00&255.35&282.00&13.98
09/03/14 13:24,17,0,2,0,19,2.44&4.01&5.89&0.78,221.00&255.01&282.00&14.47
09/03/14 13:25,5,0,2,0,13,2.44&4.09&5.89&0.79,221.00&254.40&275.00&13.68
09/03/14 13:26,2,0,2,0,11,2.44&4.00&5.89&0.81,216.00&254.54&275.00&13.64
09/03/14 13:27,16,0,2,0,5,2.29&4.00&5.89&0.79,216.00&254.07&285.00&14.63
09/03/14 13:28,16,0,2,0,13,2.29&3.91&5.46&0.70,216.00&253.32&285.00&14.46
09/03/14 13:29,7,0,2,0,6,2.29&3.81&5.60&0.77,216.00&249.37&285.00&13.10
09/03/14 13:30,19,0,2,0,7,2.29&3.63&5.60&0.64,216.00&251.11&285.00&12.90
09/03/14 13:31,8,0,2,0,13,2.29&3.68&5.60&0.63,227.00&254.71&285.00&12.52
09/03/14 13:32,33,0,2,0,12,2.29&3.96&6.46&0.85,227.00&258.86&286.00&12.86
09/03/14 13:33,17,0,2,0,14,2.58&4.00&6.46&0.82,227.00&257.24&286.00&12.06
09/03/14 13:34,5,0,2,0,10,2.58&3.92&6.46&0.82,227.00&257.75&286.00&11.79
09/03/14 13:35,14,0,2,0,11,2.87&4.14&7.47&0.96,229.00&256.00&286.00&12.82
09/03/14 13:36,14,0,2,0,6,2.87&4.25&7.47&0.94,219.00&252.08&286.00&14.89
09/03/14 13:37,7,0,2,0,9,2.72&4.13&7.47&0.91,219.00&249.50&286.00&13.39
09/03/14 13:38,5,0,2,0,8,2.15&3.77&7.47&0.97,219.00&246.85&275.00&11.56
09/03/14 13:39,15,0,2,0,14,2.15&3.80&7.47&0.97,219.00&244.78&275.00&10.66
09/03/14 13:40,13,0,2,0,18,2.15&3.79&7.47&0.94,219.00&245.26&275.00&10.87
09/03/14 13:41,12,0,2,0,15,2.15&3.65&6.32&0.73,219.00&247.27&275.00&11.65
09/03/14 13:42,30,0,2,0,9,2.15&3.59&6.32&0.74,226.00&248.93&275.00&10.58
09/03/14 13:43,18,0,2,0,15,2.15&3.71&6.32&0.76,225.00&246.43&274.00&10.30
09/03/14 13:44,16,0,2,0,13,2.72&3.95&6.32&0.73,225.00&246.58&274.00&10.24
09/03/14 13:45,9,0,2,0,21,2.72&3.98&6.32&0.72,225.00&248.84&274.00&10.46
09/03/14 13:46,15,0,2,0,9,2.72&4.00&5.60&0.68,225.00&250.04&272.00&10.24
09/03/14 13:47,13,0,2,0,23,2.87&4.22&7.61&0.87,225.00&248.03&267.00&10.02
09/03/14 13:48,15,0,2,0,10,2.58&4.31&7.61&1.00,228.00&250.70&282.00&11.18
09/03/14 13:49,10,0,2,0,14,2.58&4.36&9.20&1.18,231.00&252.93&282.00&10.76
09/03/14 13:50,20,0,2,0,16,2.58&4.50&9.20&1.23,231.00&254.62&282.00&11.29
09/03/14 13:51,18,0,2,0,25,2.58&4.65&9.20&1.26,231.00&253.90&282.00&11.35
09/03/14 13:52,12,0,2,0,17,2.58&4.80&9.20&1.31,229.00&254.41&282.00&11.37
09/03/14 13:53,12,0,2,0,15,2.58&4.50&9.20&1.26,229.00&255.02&283.00&12.52
09/03/14 13:54,25,0,2,0,23,2.72&4.49&9.20&1.22,229.00&255.37&283.00&11.44
09/03/14 13:55,14,0,2,0,23,2.72&4.53&6.89&1.05,229.00&255.43&285.00&12.25
09/03/14 13:56,25,0,2,0,24,2.72&4.41&6.89&1.06,229.00&253.92&285.00&11.57
09/03/14 13:57,21,0,2,0,16,2.72&4.26&6.89&0.97,229.00&253.61&285.00&11.75
09/03/14 13:58,39,0,2,0,16,2.72&4.25&6.89&0.88,239.00&257.44&285.00&9.28
09/03/14 13:59,16,0,2,0,14,3.01&4.36&6.89&0.84,239.00&257.61&285.00&9.08
09/03/14 14:00,12,0,2,0,19,3.16&4.28&6.46&0.79,232.00&256.93&287.00&10.16
09/03/14 14:01,25,0,2,0,20,3.16&4.27&6.46&0.78,232.00&257.87&287.00&9.37
09/03/14 14:02,20,0,2,0,16,3.16&4.15&6.18&0.62,232.00&259.16&287.00&9.45
09/03/14 14:03,33,0,2,0,22,3.16&4.12&6.18&0.61,232.00&259.68&287.00&9.03
09/03/14 14:04,18,0,2,0,20,3.16&4.03&6.18&0.52,232.00&258.01&287.00&9.82
09/03/14 14:05,34,0,2,0,26,3.16&4.03&5.74&0.48,241.00&257.68&271.00&7.95
09/03/14 14:06,26,0,2,0,33,3.30&4.06&5.74&0.46,236.00&257.20&271.00&8.28
09/03/14 14:07,13,0,2,0,26,3.30&4.08&5.74&0.45,236.00&255.12&270.00&8.07
09/03/14 14:08,35,0,2,0,24,3.30&4.15&5.74&0.48,236.00&254.47&270.00&7.63
09/03/14 14:09,33,0,2,0,32,3.16&4.16&5.74&0.53,236.00&253.50&267.00&6.89
09/03/14 14:10,23,0,2,0,22,3.01&4.13&5.46&0.56,236.00&252.98&267.00&6.70
09/03/14 14:11,22,0,2,0,21,3.01&4.16&5.46&0.53,236.00&253.14&280.00&7.32
09/03/14 14:12,32,0,2,0,33,3.01&4.21&5.46&0.57,238.00&254.39&280.00&6.85
09/03/14 14:13,22,0,2,0,8,3.01&4.19&6.32&0.68,238.00&254.64&280.00&6.73
09/03/14 14:14,26,0,2,0,18,2.44&4.05&6.32&0.73,229.00&254.60&302.00&10.12
09/03/14 14:15,26,0,2,0,26,2.44&4.00&6.32&0.70,229.00&255.23&302.00&10.47
09/03/14 14:16,48,0,2,0,27,2.44&4.02&6.32&0.70,229.00&256.84&302.00&10.83
09/03/14 14:17,28,0,2,0,30,2.44&3.99&6.32&0.71,226.00&254.98&302.00&11.53
09/03/14 14:18,25,0,2,0,24,2.44&3.94&6.32&0.65,226.00&254.92&302.00&11.95
09/03/14 14:19,15,0,2,0,14,2.44&3.92&4.88&0.56,226.00&255.21&302.00&12.17
09/03/14 14:20,33,0,2,0,32,2.44&4.00&5.31&0.65,226.00&252.18&277.00&11.89
09/03/14 14:21,38,0,2,0,36,2.44&3.98&6.46&0.73,226.00&251.03&269.00&11.54
09/03/14 14:22,15,0,2,0,20,2.44&3.93&6.46&0.71,226.00&249.67&271.00&11.45
09/03/14 14:23,26,0,2,0,18,2.44&3.88&6.46&0.71,227.00&249.18&271.00&10.91
09/03/14 14:24,26,0,2,0,21,2.44&3.89&6.46&0.73,227.00&248.66&279.00&10.89
09/03/14 14:25,25,0,2,0,27,2.87&4.11&6.46&0.68,227.00&249.77&279.00&10.88
09/03/14 14:26,35,0,2,0,26,3.01&4.13&6.46&0.64,228.00&253.44&279.00&9.98
09/03/14 14:27,32,0,2,0,35,3.01&4.04&5.31&0.56,232.00&253.56&279.00&9.18
09/03/14 14:28,25,0,2,0,28,3.01&4.17&5.46&0.59,233.00&254.39&279.00&9.06
09/03/14 14:29,31,0,2,0,25,3.16&4.28&5.46&0.58,233.00&254.62&274.00&8.76
09/03/14 14:30,35,0,2,0,33,3.16&4.39&5.46&0.56,234.00&255.41&274.00&8.12
09/03/14 14:31,39,0,2,0,41,3.16&4.40&5.60&0.58,234.00&254.00&274.00&8.33
09/03/14 14:32,42,0,2,0,33,3.16&4.48&6.03&0.61,234.00&253.76&274.00&8.16
09/03/14 14:33,38,0,2,0,22,3.59&4.77&8.91&0.92,234.00&253.45&268.00&7.70
09/03/14 14:34,45,0,2,0,32,3.59&4.95&9.34&1.10,241.00&254.18&270.00&7.74
09/03/14 14:35,27,0,2,0,22,3.59&5.03&9.34&1.14,241.00&253.95&270.00&7.62
09/03/14 14:36,19,0,2,0,31,3.30&5.02&9.34&1.23,237.00&253.40&270.00&8.62
09/03/14 14:37,28,0,2,0,29,3.01&5.03&9.34&1.28,237.00&253.67&270.00&8.53
09/03/14 14:38,33,0,2,0,41,3.01&5.16&9.34&1.22,236.00&252.93&270.00&8.58
09/03/14 14:39,90,0,2,0,35,3.01&4.90&7.33&0.97,236.00&252.37&266.00&8.07
09/03/14 14:40,31,0,2,0,42,3.01&4.87&7.33&0.94,236.00&253.45&266.00&8.15
09/03/14 14:41,61,0,2,0,50,3.01&4.98&6.89&0.89,236.00&253.82&276.00&8.01
09/03/14 14:42,33,0,2,0,39,3.01&5.00&6.89&0.80,228.00&254.46&276.00&7.81
09/03/14 14:43,45,0,2,0,32,3.59&5.13&7.47&0.83,228.00&254.35&276.00&7.51
09/03/14 14:44,33,0,2,0,47,3.59&5.03&7.47&0.85,228.00&254.97&276.00&6.82
09/03/14 14:45,53,0,2,0,37,3.59&5.33&9.20&1.10,228.00&254.74&276.00&7.29
09/03/14 14:46,49,0,2,0,41,3.44&5.28&9.20&1.13,228.00&254.28&276.00&7.42
09/03/14 14:47,48,0,2,0,44,3.44&5.28&9.20&1.18,228.00&254.51&271.00&7.48
09/03/14 14:48,40,0,2,0,35,3.44&5.41&9.20&1.21,240.00&255.38&271.00&6.82
09/03/14 14:49,27,0,2,0,28,3.44&5.38&9.20&1.23,240.00&256.01&271.00&7.07
09/03/14 14:50,40,0,2,0,55,3.44&5.34&9.20&1.22,238.00&255.73&271.00&7.44
09/03/14 14:51,37,0,2,0,36,3.59&5.15&8.05&1.06,234.00&255.40&271.00&7.65
09/03/14 14:52,31,0,2,0,30,3.59&5.19&8.05&1.12,234.00&254.85&271.00&8.12
09/03/14 14:53,37,0,2,0,65,3.59&5.13&8.48&1.09,234.00&255.03&267.00&7.78
09/03/14 14:54,71,0,2,0,39,3.59&5.25&8.48&1.20,234.00&255.61&267.00&7.81
09/03/14 14:55,24,0,2,0,37,3.59&5.38&8.48&1.23,232.00&255.49&267.00&8.13
09/03/14 14:56,43,0,2,0,57,3.59&5.50&9.77&1.28,232.00&256.42&267.00&7.57
09/03/14 14:57,31,0,2,0,34,3.59&5.67&9.77&1.27,232.00&256.30&271.00&7.88
09/03/14 14:58,32,0,2,0,32,3.44&5.64&9.77&1.29,232.00&255.25&271.00&8.45
09/03/14 14:59,26,0,2,0,36,3.16&5.47&9.77&1.28,232.00&254.11&271.00&8.87
09/03/14 15:00,47,0,2,0,54,3.16&5.31&9.77&1.20,232.00&252.68&272.00&9.00
09/03/14 15:01,41,0,2,0,22,3.16&5.31&8.62&1.14,233.00&252.14&272.00&9.03
09/03/14 15:02,52,0,2,0,63,3.16&5.54&10.06&1.33,233.00&251.30&272.00&8.80
09/03/14 15:03,59,0,2,0,23,3.16&5.50&10.06&1.33,233.00&252.29&273.00&8.58
09/03/14 15:04,28,0,2,0,34,3.01&5.39&10.06&1.45,229.00&251.33&273.00&9.54
09/03/14 15:05,28,0,2,0,36,3.01&5.35&10.06&1.46,229.00&251.73&273.00&8.79
09/03/14 15:06,15,0,2,0,23,3.01&5.25&10.06&1.49,229.00&252.03&273.00&9.06
09/03/14 15:07,23,0,2,0,31,2.58&4.89&8.05&1.37,229.00&251.04&273.00&9.17
09/03/14 15:08,20,0,2,0,54,2.58&4.56&7.61&1.28,229.00&249.31&270.00&9.09
09/03/14 15:09,8,0,2,0,16,2.58&4.50&7.61&1.20,224.00&248.01&270.00&9.65
09/03/14 15:10,16,0,2,0,35,2.58&4.35&7.61&1.16,224.00&247.97&270.00&9.73
09/03/14 15:11,24,0,2,0,12,2.58&4.27&7.61&1.08,224.00&247.81&270.00&9.84
